'sample interval','ECG','ECG'
3829,0.360,0.470
3830,0.370,0.475
3831,0.370,0.465
3832,0.385,0.470
3833,0.405,0.485
3834,0.435,0.475
3835,0.445,0.490
3836,0.460,0.500
3837,0.435,0.510
3838,0.450,0.480
3839,0.415,0.495
3840,0.420,0.455
3841,0.440,0.465
3842,0.445,0.430
3843,0.435,0.470
3844,0.415,0.455
3845,0.410,0.435
3846,0.405,0.450
3847,0.355,0.440
3848,0.330,0.410
3849,0.325,0.410
3850,0.335,0.405
3851,0.310,0.415
3852,0.320,0.405
3853,0.285,0.410
3854,0.285,0.410
3855,0.270,0.385
3856,0.245,0.365
3857,0.235,0.345
3858,0.220,0.380
3859,0.235,0.350
3860,0.225,0.345
3861,0.210,0.345
3862,0.195,0.350
3863,0.165,0.315
3864,0.120,0.300
3865,0.080,0.280
3866,0.090,0.295
3867,0.080,0.305
3868,0.085,0.320
3869,0.080,0.305
3870,0.060,0.315
3871,0.065,0.295
3872,0.020,0.280
3873,0.015,0.270
3874,0.025,0.280
3875,0.025,0.300
3876,0.030,0.305
3877,0.040,0.305
3878,0.040,0.305
3879,0.055,0.285
3880,0.030,0.275
3881,-0.020,0.280
3882,0.000,0.275
3883,-0.005,0.295
3884,0.030,0.285
3885,0.045,0.310
3886,0.040,0.295
3887,0.030,0.305
3888,0.040,0.300
3889,0.000,0.270
3890,-0.005,0.265
3891,0.015,0.285
3892,0.015,0.275
3893,0.055,0.295
3894,0.065,0.290
3895,0.090,0.290
3896,0.065,0.300
3897,0.045,0.280
3898,0.045,0.295
3899,0.025,0.285
3900,0.015,0.305
3901,0.055,0.315
3902,0.080,0.325
3903,0.125,0.300
3904,0.110,0.290
3905,0.105,0.270
3906,0.085,0.220
3907,0.060,0.160
3908,0.070,0.120
3909,0.030,0.075
3910,-0.005,0.035
3911,-0.100,0.030
3912,-0.280,0.000
3913,-0.445,-0.030
3914,-0.580,-0.030
3915,-0.650,-0.060
3916,-0.705,-0.060
3917,-0.730,-0.050
3918,-0.710,-0.040
3919,-0.690,-0.015
3920,-0.710,-0.020
3921,-0.710,-0.030
3922,-0.710,-0.035
3923,-0.745,-0.015
3924,-0.710,0.015
3925,-0.685,0.035
3926,-0.665,0.070
3927,-0.640,0.095
3928,-0.590,0.105
3929,-0.555,0.115
3930,-0.485,0.135
3931,-0.445,0.165
3932,-0.370,0.155
3933,-0.315,0.180
3934,-0.250,0.215
3935,-0.215,0.235
3936,-0.165,0.250
3937,-0.120,0.245
3938,-0.115,0.250
3939,-0.135,0.260
3940,-0.080,0.245
3941,-0.070,0.250
3942,-0.050,0.255
3943,-0.005,0.250
3944,0.030,0.285
3945,0.020,0.300
3946,0.040,0.315
3947,0.015,0.290
3948,0.025,0.295
3949,0.055,0.310
3950,0.085,0.320
3951,0.110,0.325
3952,0.140,0.365
3953,0.145,0.360
3954,0.150,0.380
3955,0.155,0.350
3956,0.175,0.350
3957,0.180,0.385
3958,0.200,0.355
3959,0.230,0.385
3960,0.270,0.420
3961,0.290,0.435
3962,0.285,0.425
3963,0.290,0.430
3964,0.285,0.420
3965,0.310,0.420
3966,0.340,0.380
3967,0.375,0.430
3968,0.395,0.435
3969,0.405,0.470
3970,0.400,0.445
3971,0.415,0.490
3972,0.410,0.455
3973,0.430,0.440
3974,0.410,0.435
3975,0.430,0.430
3976,0.420,0.395
3977,0.440,0.425
3978,0.415,0.405
3979,0.380,0.410
3980,0.335,0.380
3981,0.305,0.375
3982,0.290,0.345
3983,0.275,0.340
3984,0.270,0.345
3985,0.265,0.355
3986,0.250,0.380
3987,0.215,0.360
3988,0.195,0.365
3989,0.165,0.325
3990,0.130,0.300
3991,0.140,0.300
3992,0.155,0.275
3993,0.150,0.285
3994,0.135,0.290
3995,0.125,0.270
3996,0.105,0.260
3997,0.065,0.260
3998,0.035,0.240
3999,-0.015,0.210
4000,-0.010,0.240
4001,-0.020,0.245
4002,-0.010,0.235
4003,-0.025,0.245
4004,-0.050,0.245
4005,-0.080,0.225
4006,-0.090,0.225
4007,-0.100,0.220
4008,-0.080,0.220
4009,-0.090,0.205
4010,-0.090,0.210
4011,-0.100,0.195
4012,-0.100,0.220
4013,-0.110,0.190
4014,-0.135,0.185
4015,-0.150,0.185
4016,-0.170,0.180
4017,-0.165,0.175
4018,-0.145,0.195
4019,-0.125,0.185
4020,-0.120,0.215
4021,-0.130,0.220
4022,-0.160,0.210
4023,-0.180,0.180
4024,-0.175,0.165
4025,-0.190,0.170
4026,-0.165,0.160
4027,-0.155,0.185
4028,-0.160,0.190
4029,-0.195,0.205
4030,-0.205,0.180
4031,-0.210,0.175
4032,-0.235,0.155
4033,-0.205,0.175
4034,-0.200,0.155
4035,-0.200,0.195
4036,-0.180,0.185
4037,-0.195,0.220
4038,-0.180,0.175
4039,-0.190,0.175
4040,-0.170,0.155
4041,-0.160,0.110
4042,-0.185,0.095
4043,-0.160,0.035
4044,-0.175,-0.005
4045,-0.235,-0.020
4046,-0.345,-0.080
4047,-0.480,-0.095
4048,-0.610,-0.105
4049,-0.705,-0.135
4050,-0.755,-0.155
4051,-0.785,-0.140
4052,-0.805,-0.135
4053,-0.850,-0.105
4054,-0.855,-0.110
4055,-0.870,-0.140
4056,-0.890,-0.125
4057,-0.875,-0.120
4058,-0.870,-0.135
4059,-0.825,-0.100
4060,-0.815,-0.065
4061,-0.775,-0.035
4062,-0.795,-0.025
4063,-0.770,0.000
4064,-0.775,0.000
4065,-0.725,0.035
4066,-0.665,0.060
4067,-0.615,0.090
4068,-0.520,0.070
4069,-0.495,0.115
4070,-0.415,0.135
4071,-0.375,0.160
4072,-0.390,0.145
4073,-0.340,0.145
4074,-0.300,0.160
4075,-0.275,0.165
4076,-0.225,0.170
4077,-0.180,0.180
4078,-0.170,0.195
4079,-0.145,0.200
4080,-0.140,0.205
4081,-0.155,0.200
4082,-0.135,0.205
4083,-0.125,0.215
4084,-0.095,0.210
4085,-0.075,0.235
4086,-0.050,0.235
4087,-0.040,0.260
4088,-0.055,0.250
4089,-0.065,0.235
4090,-0.060,0.240
4091,-0.020,0.250
4092,0.010,0.240
4093,0.050,0.265
4094,0.055,0.280
4095,0.060,0.295
4096,0.065,0.305
4097,0.045,0.300
4098,0.070,0.300
4099,0.085,0.290
4100,0.115,0.315
4101,0.140,0.340
4102,0.170,0.345
4103,0.155,0.365
4104,0.175,0.355
4105,0.180,0.340
4106,0.180,0.325
4107,0.175,0.330
4108,0.210,0.340
4109,0.250,0.330
4110,0.250,0.345
4111,0.250,0.345
4112,0.250,0.315
4113,0.235,0.310
4114,0.215,0.300
4115,0.205,0.290
4116,0.165,0.270
4117,0.135,0.255
4118,0.155,0.260
4119,0.150,0.265
4120,0.115,0.265
4121,0.065,0.250
4122,0.040,0.245
4123,0.000,0.215
4124,0.010,0.220
4125,0.000,0.195
4126,0.005,0.185
4127,0.015,0.215
4128,0.000,0.200
4129,-0.025,0.225
4130,-0.050,0.185
4131,-0.090,0.190
4132,-0.105,0.150
4133,-0.125,0.160
4134,-0.125,0.150
4135,-0.145,0.145
4136,-0.180,0.170
4137,-0.180,0.155
4138,-0.225,0.170
4139,-0.235,0.170
4140,-0.240,0.125
4141,-0.230,0.135
4142,-0.240,0.135
4143,-0.245,0.155
4144,-0.225,0.160
4145,-0.230,0.170
4146,-0.255,0.155
4147,-0.270,0.140
4148,-0.275,0.135
4149,-0.285,0.140
4150,-0.280,0.155
4151,-0.285,0.155
4152,-0.280,0.150
4153,-0.290,0.145
4154,-0.290,0.190
4155,-0.340,0.150
4156,-0.340,0.155
4157,-0.345,0.130
4158,-0.335,0.140
4159,-0.305,0.120
4160,-0.310,0.150
4161,-0.305,0.140
4162,-0.335,0.155
4163,-0.345,0.150
4164,-0.380,0.150
4165,-0.355,0.150
4166,-0.360,0.140
4167,-0.360,0.130
4168,-0.330,0.135
4169,-0.330,0.185
4170,-0.355,0.155
4171,-0.355,0.150
4172,-0.355,0.145
4173,-0.360,0.115
4174,-0.320,0.110
4175,-0.300,0.115
4176,-0.295,0.085
4177,-0.290,0.065
4178,-0.305,0.040
4179,-0.345,0.015
4180,-0.435,-0.040
4181,-0.500,-0.085
4182,-0.605,-0.130
4183,-0.710,-0.135
4184,-0.835,-0.150
4185,-0.840,-0.150
4186,-0.880,-0.125
4187,-0.895,-0.115
4188,-0.920,-0.130
4189,-0.955,-0.125
4190,-0.960,-0.145
4191,-0.970,-0.160
4192,-0.955,-0.155
4193,-0.915,-0.130
4194,-0.890,-0.115
4195,-0.880,-0.095
4196,-0.875,-0.055
4197,-0.890,-0.055
4198,-0.900,-0.025
4199,-0.865,-0.040
4200,-0.790,0.000
4201,-0.730,0.015
4202,-0.680,0.050
4203,-0.635,0.060
4204,-0.595,0.085
4205,-0.565,0.105
4206,-0.540,0.085
4207,-0.505,0.090
4208,-0.440,0.090
4209,-0.410,0.115
4210,-0.360,0.145
4211,-0.320,0.140
4212,-0.310,0.160
4213,-0.310,0.160
4214,-0.300,0.160
4215,-0.275,0.145
4216,-0.250,0.165
4217,-0.220,0.170
4218,-0.195,0.180
4219,-0.180,0.205
4220,-0.180,0.225
4221,-0.160,0.225
4222,-0.180,0.210
4223,-0.160,0.200
4224,-0.135,0.210
4225,-0.130,0.225
4226,-0.090,0.235
4227,-0.070,0.260
4228,-0.065,0.270
4229,-0.055,0.275
4230,-0.035,0.290
4231,-0.035,0.280
4232,-0.010,0.260
4233,0.000,0.290
4234,0.000,0.310
4235,0.025,0.320
4236,0.070,0.315
4237,0.085,0.345
4238,0.090,0.340
4239,0.075,0.340
4240,0.130,0.325
4241,0.150,0.325
4242,0.165,0.320
4243,0.175,0.350
4244,0.195,0.350
4245,0.175,0.355
4246,0.175,0.365
4247,0.155,0.325
4248,0.145,0.315
4249,0.145,0.280
4250,0.145,0.275
4251,0.145,0.280
4252,0.120,0.295
4253,0.105,0.275
4254,0.100,0.285
4255,0.085,0.250
4256,0.035,0.245
4257,0.025,0.210
4258,0.010,0.205
4259,0.010,0.190
4260,0.005,0.225
4261,0.010,0.215
4262,-0.015,0.210
4263,-0.035,0.205
4264,-0.060,0.170
4265,-0.075,0.155
4266,-0.075,0.125
4267,-0.095,0.125
4268,-0.095,0.130
4269,-0.115,0.120
4270,-0.125,0.135
4271,-0.160,0.130
4272,-0.200,0.130
4273,-0.235,0.105
4274,-0.245,0.075
4275,-0.255,0.070
4276,-0.235,0.085
4277,-0.225,0.095
4278,-0.245,0.090
4279,-0.265,0.105
4280,-0.285,0.090
4281,-0.295,0.075
4282,-0.295,0.085
4283,-0.315,0.075
4284,-0.270,0.075
4285,-0.275,0.070
4286,-0.270,0.085
4287,-0.280,0.085
4288,-0.290,0.085
4289,-0.305,0.075
4290,-0.305,0.065
4291,-0.315,0.055
4292,-0.290,0.060
4293,-0.275,0.065
4294,-0.280,0.070
4295,-0.295,0.080
4296,-0.290,0.070
4297,-0.320,0.065
4298,-0.335,0.045
4299,-0.330,0.050
4300,-0.325,0.050
4301,-0.330,0.045
4302,-0.300,0.075
4303,-0.285,0.065
4304,-0.330,0.105
4305,-0.335,0.055
4306,-0.340,0.065
4307,-0.340,0.055
4308,-0.320,0.040
4309,-0.315,0.065
4310,-0.280,0.070
4311,-0.280,0.060
4312,-0.290,0.075
4313,-0.300,0.020
4314,-0.360,-0.020
4315,-0.360,-0.070
4316,-0.385,-0.125
4317,-0.435,-0.140
4318,-0.480,-0.175
4319,-0.580,-0.165
4320,-0.695,-0.200
4321,-0.800,-0.185
4322,-0.860,-0.210
4323,-0.895,-0.230
4324,-0.925,-0.225
4325,-0.915,-0.220
4326,-0.875,-0.190
4327,-0.885,-0.185
4328,-0.890,-0.175
4329,-0.880,-0.175
4330,-0.885,-0.170
4331,-0.880,-0.155
4332,-0.880,-0.155
4333,-0.865,-0.135
4334,-0.855,-0.115
4335,-0.795,-0.040
4336,-0.750,-0.055
4337,-0.735,-0.030
4338,-0.670,0.000
4339,-0.665,-0.010
4340,-0.610,0.005
4341,-0.570,0.015
4342,-0.505,0.025
4343,-0.475,0.050
4344,-0.420,0.075
4345,-0.425,0.065
4346,-0.390,0.090
4347,-0.365,0.065
4348,-0.360,0.100
4349,-0.330,0.085
4350,-0.315,0.080
4351,-0.270,0.110
4352,-0.240,0.135
4353,-0.230,0.125
4354,-0.250,0.125
4355,-0.230,0.145
4356,-0.240,0.140
4357,-0.240,0.125
4358,-0.215,0.150
4359,-0.160,0.145
4360,-0.130,0.145
4361,-0.135,0.165
4362,-0.120,0.170
4363,-0.110,0.165
4364,-0.105,0.160
4365,-0.105,0.155
4366,-0.090,0.160
4367,-0.050,0.190
4368,-0.020,0.165
4369,0.005,0.205
4370,0.010,0.210
4371,0.010,0.215
4372,0.020,0.210
4373,0.020,0.220
4374,0.025,0.220
4375,0.065,0.230
4376,0.090,0.210
4377,0.130,0.250
4378,0.135,0.260
4379,0.155,0.245
4380,0.135,0.245
4381,0.120,0.230
4382,0.155,0.220
4383,0.150,0.200
4384,0.170,0.215
4385,0.175,0.220
4386,0.170,0.205
4387,0.135,0.215
4388,0.115,0.190
4389,0.055,0.170
4390,0.035,0.160
4391,0.035,0.130
4392,0.005,0.125
4393,0.010,0.125
4394,-0.005,0.125
4395,-0.045,0.100
4396,-0.055,0.095
4397,-0.120,0.075
4398,-0.135,0.045
4399,-0.155,0.035
4400,-0.180,0.055
4401,-0.175,0.035
4402,-0.185,0.030
4403,-0.220,0.045
4404,-0.255,0.030
4405,-0.290,0.005
4406,-0.320,-0.010
4407,-0.345,-0.040
4408,-0.380,-0.025
4409,-0.390,-0.030
4410,-0.385,-0.040
4411,-0.410,-0.025
4412,-0.415,-0.030
4413,-0.450,-0.030
4414,-0.460,-0.040
4415,-0.490,-0.055
4416,-0.490,-0.075
4417,-0.490,-0.075
4418,-0.455,-0.060
4419,-0.460,-0.035
4420,-0.495,-0.060
4421,-0.510,-0.060
4422,-0.535,-0.075
4423,-0.515,-0.070
4424,-0.545,-0.090
4425,-0.535,-0.090
4426,-0.530,-0.090
4427,-0.495,-0.060
4428,-0.515,-0.060
4429,-0.535,-0.055
4430,-0.545,-0.065
4431,-0.555,-0.090
4432,-0.545,-0.080
4433,-0.540,-0.085
4434,-0.535,-0.080
4435,-0.525,-0.055
4436,-0.515,-0.065
4437,-0.535,-0.050
4438,-0.530,-0.060
4439,-0.550,-0.060
4440,-0.545,-0.080
4441,-0.525,-0.055
4442,-0.515,-0.035
4443,-0.490,-0.015
4444,-0.490,-0.015
4445,-0.480,-0.015
4446,-0.475,-0.020
4447,-0.475,-0.050
4448,-0.460,-0.055
4449,-0.465,-0.050
4450,-0.460,-0.070
4451,-0.460,-0.120
4452,-0.455,-0.150
4453,-0.515,-0.175
4454,-0.575,-0.215
4455,-0.700,-0.235
4456,-0.795,-0.255
4457,-0.885,-0.280
4458,-0.960,-0.280
4459,-0.970,-0.275
4460,-0.955,-0.270
4461,-0.965,-0.240
4462,-0.970,-0.230
4463,-0.990,-0.220
4464,-1.015,-0.255
4465,-0.980,-0.260
4466,-0.975,-0.230
4467,-0.950,-0.230
4468,-0.935,-0.200
4469,-0.915,-0.170
4470,-0.920,-0.155
4471,-0.885,-0.145
4472,-0.870,-0.120
4473,-0.850,-0.100
4474,-0.795,-0.090
4475,-0.735,-0.090
4476,-0.655,-0.060
4477,-0.630,-0.010
4478,-0.560,-0.010
4479,-0.550,0.020
4480,-0.530,0.010
4481,-0.510,0.000
4482,-0.475,0.000
4483,-0.450,0.000
4484,-0.385,0.020
4485,-0.365,0.050
4486,-0.355,0.065
4487,-0.350,0.080
4488,-0.320,0.090
4489,-0.360,0.075
4490,-0.320,0.065
4491,-0.295,0.070
4492,-0.275,0.075
4493,-0.255,0.100
4494,-0.235,0.110
4495,-0.230,0.125
4496,-0.225,0.140
4497,-0.225,0.110
4498,-0.200,0.135
4499,-0.185,0.110
4500,-0.185,0.125
4501,-0.160,0.150
4502,-0.105,0.170
4503,-0.090,0.165
4504,-0.090,0.190
4505,-0.085,0.175
4506,-0.075,0.170
4507,-0.055,0.165
4508,-0.015,0.185
4509,0.015,0.185
4510,0.020,0.225
4511,0.055,0.215
4512,0.055,0.230
4513,0.045,0.230
4514,0.070,0.215
4515,0.070,0.225
4516,0.090,0.205
4517,0.110,0.230
4518,0.135,0.220
4519,0.135,0.235
4520,0.130,0.230
4521,0.135,0.225
4522,0.095,0.220
4523,0.060,0.180
4524,0.080,0.175
4525,0.055,0.160
4526,0.050,0.165
4527,0.050,0.170
4528,0.035,0.175
4529,0.000,0.195
4530,-0.030,0.160
4531,-0.065,0.145
4532,-0.085,0.145
4533,-0.105,0.140
4534,-0.085,0.140
4535,-0.090,0.125
4536,-0.120,0.135
4537,-0.140,0.115
4538,-0.145,0.115
4539,-0.190,0.085
4540,-0.185,0.065
4541,-0.220,0.080
4542,-0.245,0.060
4543,-0.250,0.080
4544,-0.280,0.090
4545,-0.290,0.075
4546,-0.320,0.080
4547,-0.315,0.055
4548,-0.340,0.055
4549,-0.315,0.045
4550,-0.355,0.035
4551,-0.315,0.040
4552,-0.320,0.045
4553,-0.310,0.050
4554,-0.315,0.065
4555,-0.365,0.040
4556,-0.370,0.050
4557,-0.360,0.035
4558,-0.360,0.020
4559,-0.360,0.035
4560,-0.335,0.050
4561,-0.360,0.065
4562,-0.355,0.095
4563,-0.410,0.075
4564,-0.395,0.030
4565,-0.400,0.025
4566,-0.400,0.045
4567,-0.390,0.045
4568,-0.355,0.035
4569,-0.355,0.060
4570,-0.355,0.050
4571,-0.385,0.055
4572,-0.405,0.040
4573,-0.425,0.020
4574,-0.420,0.020
4575,-0.420,0.025
4576,-0.375,0.025
4577,-0.385,0.045
4578,-0.365,0.055
4579,-0.375,0.065
4580,-0.370,0.065
4581,-0.365,0.040
4582,-0.360,-0.015
4583,-0.345,-0.005
4584,-0.330,-0.010
4585,-0.320,-0.045
4586,-0.360,-0.065
4587,-0.390,-0.115
4588,-0.480,-0.150
4589,-0.595,-0.205
4590,-0.690,-0.225
4591,-0.780,-0.235
4592,-0.845,-0.230
4593,-0.875,-0.245
4594,-0.910,-0.210
4595,-0.920,-0.225
4596,-0.930,-0.205
4597,-0.975,-0.205
4598,-0.960,-0.220
4599,-1.000,-0.250
4600,-0.970,-0.220
4601,-0.945,-0.215
4602,-0.890,-0.185
4603,-0.915,-0.155
4604,-0.915,-0.140
4605,-0.930,-0.110
4606,-0.920,-0.095
4607,-0.860,-0.075
4608,-0.815,-0.045
4609,-0.745,-0.010
4610,-0.690,-0.010
4611,-0.615,0.035
4612,-0.590,0.035
4613,-0.555,0.060
4614,-0.505,0.040
4615,-0.470,0.050
4616,-0.440,0.070
4617,-0.390,0.065
4618,-0.335,0.100
4619,-0.300,0.105
4620,-0.290,0.135
4621,-0.265,0.125
4622,-0.250,0.150
4623,-0.270,0.110
4624,-0.235,0.115
4625,-0.215,0.120
4626,-0.160,0.145
4627,-0.120,0.170
4628,-0.110,0.195
4629,-0.100,0.190
4630,-0.090,0.205
4631,-0.095,0.185
4632,-0.055,0.195
4633,-0.050,0.195
4634,0.000,0.220
4635,0.025,0.225
4636,0.040,0.240
4637,0.050,0.265
4638,0.055,0.245
4639,0.050,0.255
4640,0.090,0.245
4641,0.105,0.255
4642,0.130,0.285
4643,0.170,0.335
4644,0.200,0.345
4645,0.215,0.335
4646,0.245,0.320
4647,0.255,0.310
4648,0.270,0.330
4649,0.280,0.300
4650,0.280,0.305
4651,0.295,0.325
4652,0.300,0.340
4653,0.320,0.310
4654,0.335,0.320
4655,0.305,0.310
4656,0.290,0.290
4657,0.280,0.255
4658,0.270,0.255
4659,0.270,0.230
4660,0.295,0.215
4661,0.265,0.195
4662,0.205,0.175
4663,0.115,0.110
4664,0.030,0.095
4665,-0.055,0.030
4666,-0.120,-0.020
4667,-0.155,-0.085
4668,-0.235,-0.100
4669,-0.330,-0.130
4670,-0.505,-0.160
4671,-0.625,-0.205
4672,-0.770,-0.255
4673,-0.850,-0.265
4674,-0.915,-0.285
4675,-0.975,-0.275
4676,-0.995,-0.290
4677,-0.995,-0.280
4678,-1.010,-0.260
4679,-1.025,-0.265
4680,-1.065,-0.275
4681,-1.075,-0.295
4682,-1.090,-0.285
4683,-1.075,-0.245
4684,-1.025,-0.195
4685,-1.010,-0.175
4686,-0.980,-0.130
4687,-0.960,-0.110
4688,-0.900,-0.115
4689,-0.865,-0.115
4690,-0.830,-0.105
4691,-0.775,-0.075
4692,-0.720,-0.035
4693,-0.695,0.000
4694,-0.665,0.045
4695,-0.620,0.070
4696,-0.575,0.120
4697,-0.540,0.115
4698,-0.430,0.165
4699,-0.380,0.165
4700,-0.275,0.215
4701,-0.175,0.265
4702,-0.080,0.290
4703,0.005,0.315
4704,0.075,0.345
4705,0.120,0.335
4706,0.160,0.335
4707,0.180,0.355
4708,0.255,0.370
4709,0.330,0.405
4710,0.375,0.420
4711,0.410,0.460
4712,0.440,0.475
4713,0.470,0.460
4714,0.490,0.460
4715,0.545,0.490
4716,0.580,0.500
4717,0.630,0.520
4718,0.680,0.555
4719,0.715,0.575
4720,0.755,0.575
4721,0.770,0.575
4722,0.805,0.600
4723,0.805,0.590
4724,0.835,0.575
4725,0.885,0.605
4726,0.895,0.610
4727,0.935,0.600
4728,0.975,0.630
4729,0.970,0.605
4730,0.960,0.555
4731,0.940,0.545
4732,0.925,0.540
4733,0.920,0.535
4734,0.925,0.540
4735,0.925,0.535
4736,0.875,0.520
4737,0.875,0.510
4738,0.820,0.500
4739,0.790,0.460
4740,0.745,0.450
4741,0.705,0.435
4742,0.695,0.455
4743,0.680,0.430
4744,0.650,0.445
4745,0.620,0.430
4746,0.575,0.385
4747,0.535,0.370
4748,0.495,0.370
4749,0.460,0.350
4750,0.460,0.355
4751,0.435,0.370
4752,0.445,0.355
4753,0.420,0.345
4754,0.405,0.335
4755,0.390,0.325
4756,0.355,0.315
4757,0.345,0.300
4758,0.340,0.310
4759,0.355,0.315
4760,0.355,0.325
4761,0.385,0.330
4762,0.365,0.330
4763,0.345,0.340
4764,0.330,0.315
4765,0.335,0.330
4766,0.350,0.310
4767,0.345,0.350
4768,0.360,0.350
4769,0.375,0.350
4770,0.370,0.355
4771,0.375,0.350
4772,0.330,0.345
4773,0.315,0.330
4774,0.330,0.315
4775,0.330,0.315
4776,0.340,0.340
4777,0.370,0.360
4778,0.365,0.360
4779,0.355,0.365
4780,0.385,0.335
4781,0.335,0.335
4782,0.355,0.340
4783,0.365,0.335
4784,0.395,0.350
4785,0.420,0.345
4786,0.430,0.375
4787,0.405,0.375
4788,0.425,0.345
4789,0.410,0.325
4790,0.405,0.315
4791,0.415,0.320
4792,0.410,0.315
4793,0.415,0.350
4794,0.405,0.340
4795,0.405,0.325
4796,0.385,0.330
4797,0.380,0.300
4798,0.360,0.285
4799,0.315,0.310
4800,0.340,0.290
4801,0.350,0.300
4802,0.355,0.315
4803,0.355,0.285
4804,0.335,0.305
4805,0.290,0.285
4806,0.285,0.275
4807,0.285,0.245
4808,0.260,0.220
4809,0.240,0.235
4810,0.235,0.230
4811,0.235,0.245
4812,0.195,0.240
4813,0.170,0.220
4814,0.155,0.215
4815,0.115,0.220
4816,0.125,0.225
4817,0.120,0.215
4818,0.115,0.225
4819,0.125,0.230
4820,0.120,0.210
4821,0.110,0.230
4822,0.060,0.210
4823,0.060,0.185
4824,0.055,0.185
4825,0.055,0.205
4826,0.075,0.210
4827,0.075,0.205
4828,0.100,0.195
4829,0.075,0.220
4830,0.050,0.220
4831,0.025,0.175
4832,0.025,0.195
4833,0.055,0.195
4834,0.065,0.195
4835,0.070,0.200
4836,0.085,0.205
4837,0.070,0.225
4838,0.070,0.200
4839,0.045,0.210
4840,0.035,0.185
4841,0.040,0.190
4842,0.075,0.205
4843,0.070,0.215
4844,0.085,0.250
4845,0.060,0.230
4846,0.075,0.240
4847,0.095,0.210
4848,0.085,0.200
4849,0.095,0.180
4850,0.095,0.125
4851,0.110,0.100
4852,0.105,0.050
4853,0.035,0.035
4854,-0.080,-0.010
4855,-0.230,-0.040
4856,-0.400,-0.070
4857,-0.510,-0.100
4858,-0.635,-0.100
4859,-0.660,-0.090
4860,-0.685,-0.080
4861,-0.700,-0.040
4862,-0.745,-0.055
4863,-0.750,-0.060
4864,-0.745,-0.075
4865,-0.760,-0.085
4866,-0.750,-0.070
4867,-0.720,-0.060
4868,-0.695,-0.040
4869,-0.690,-0.010
4870,-0.700,0.015
4871,-0.685,0.030
4872,-0.650,0.040
4873,-0.630,0.060
4874,-0.560,0.075
4875,-0.490,0.100
4876,-0.420,0.110
4877,-0.345,0.135
4878,-0.275,0.145
4879,-0.245,0.165
4880,-0.230,0.145
4881,-0.225,0.145
4882,-0.195,0.160
4883,-0.160,0.175
4884,-0.115,0.160
4885,-0.070,0.185
4886,-0.065,0.195
4887,-0.060,0.220
4888,-0.055,0.205
4889,-0.060,0.210
4890,-0.050,0.190
4891,-0.035,0.190
4892,-0.010,0.185
4893,0.005,0.215
4894,0.030,0.215
4895,0.040,0.230
4896,0.040,0.230
4897,0.020,0.205
4898,0.035,0.225
4899,0.035,0.230
4900,0.075,0.245
4901,0.110,0.245
4902,0.115,0.245
4903,0.130,0.250
4904,0.120,0.270
4905,0.130,0.260
4906,0.105,0.250
4907,0.130,0.235
4908,0.150,0.270
4909,0.180,0.290
4910,0.200,0.280
4911,0.205,0.310
4912,0.195,0.315
4913,0.220,0.300
4914,0.210,0.315
4915,0.240,0.310
4916,0.265,0.300
4917,0.300,0.320
4918,0.330,0.310
4919,0.340,0.315
4920,0.335,0.315
4921,0.340,0.315
4922,0.305,0.290
4923,0.295,0.285
4924,0.290,0.260
4925,0.305,0.260
4926,0.305,0.265
4927,0.300,0.260
4928,0.260,0.260
4929,0.225,0.265
4930,0.190,0.245
4931,0.175,0.225
4932,0.145,0.205
4933,0.150,0.200
4934,0.145,0.205
4935,0.140,0.215
4936,0.100,0.210
4937,0.090,0.185
4938,0.065,0.180
4939,0.030,0.170
4940,0.020,0.145
4941,-0.010,0.155
4942,0.015,0.150
4943,0.010,0.160
4944,0.015,0.145
4945,-0.020,0.140
4946,-0.070,0.140
4947,-0.105,0.120
4948,-0.135,0.120
4949,-0.160,0.110
4950,-0.185,0.095
4951,-0.185,0.125
4952,-0.205,0.120
4953,-0.185,0.120
4954,-0.215,0.125
4955,-0.240,0.110
4956,-0.260,0.120
4957,-0.285,0.075
4958,-0.250,0.095
4959,-0.240,0.100
4960,-0.220,0.115
4961,-0.220,0.110
4962,-0.240,0.115
4963,-0.255,0.120
4964,-0.275,0.110
4965,-0.275,0.100
4966,-0.275,0.110
4967,-0.250,0.105
4968,-0.245,0.120
4969,-0.225,0.120
4970,-0.250,0.110
4971,-0.220,0.125
4972,-0.260,0.110
4973,-0.250,0.090
4974,-0.260,0.090
4975,-0.250,0.100
4976,-0.240,0.095
4977,-0.230,0.145
4978,-0.225,0.115
4979,-0.240,0.115
4980,-0.255,0.095
4981,-0.265,0.105
4982,-0.285,0.095
4983,-0.275,0.110
4984,-0.255,0.120
4985,-0.235,0.120
4986,-0.210,0.125
4987,-0.200,0.125
4988,-0.200,0.085
4989,-0.260,0.050
4990,-0.250,0.015
4991,-0.315,-0.050
4992,-0.310,-0.085
4993,-0.345,-0.120
4994,-0.410,-0.120
4995,-0.550,-0.165
4996,-0.675,-0.165
4997,-0.780,-0.220
4998,-0.875,-0.215
4999,-0.940,-0.230
5000,-0.940,-0.230
5001,-0.950,-0.230
5002,-0.960,-0.205
5003,-0.990,-0.200
5004,-0.990,-0.165
5005,-1.020,-0.205
5006,-1.030,-0.210
5007,-1.020,-0.235
5008,-1.015,-0.195
5009,-0.985,-0.160
5010,-0.955,-0.145
5011,-0.940,-0.095
5012,-0.925,-0.085
5013,-0.910,-0.070
