'sample interval','ECG','ECG'
3997,0.650,1.580
3998,0.725,1.555
3999,0.765,1.555
4000,0.745,1.530
4001,0.705,1.530
4002,0.775,1.550
4003,0.840,1.575
4004,0.800,1.585
4005,0.780,1.560
4006,0.805,1.560
4007,0.850,1.545
4008,0.800,1.545
4009,0.800,1.580
4010,0.825,1.550
4011,0.825,1.540
4012,0.790,1.585
4013,0.815,1.600
4014,0.840,1.590
4015,0.850,1.580
4016,0.820,1.640
4017,0.880,1.630
4018,0.905,1.645
4019,0.860,1.640
4020,0.830,1.665
4021,0.855,1.675
4022,0.865,1.645
4023,0.830,1.660
4024,0.830,1.720
4025,0.865,1.710
4026,0.895,1.690
4027,0.880,1.715
4028,0.855,1.710
4029,0.880,1.655
4030,0.885,1.650
4031,0.870,1.735
4032,0.910,1.750
4033,0.905,1.685
4034,0.900,1.670
4035,0.855,1.750
4036,0.865,1.765
4037,0.925,1.695
4038,0.890,1.695
4039,0.815,1.735
4040,0.835,1.705
4041,0.895,1.725
4042,0.895,1.800
4043,0.890,1.765
4044,0.815,1.705
4045,0.895,1.685
4046,0.940,1.700
4047,0.835,1.780
4048,0.800,1.770
4049,0.870,1.780
4050,0.890,1.755
4051,0.865,1.760
4052,0.870,1.700
4053,0.855,1.695
4054,0.880,1.735
4055,0.910,1.760
4056,0.895,1.735
4057,0.895,1.680
4058,0.880,1.755
4059,0.890,1.750
4060,0.895,1.730
4061,0.880,1.730
4062,0.840,1.745
4063,0.835,1.790
4064,0.870,1.775
4065,0.885,1.790
4066,0.865,1.840
4067,0.900,1.920
4068,1.020,1.965
4069,1.060,1.960
4070,1.060,2.005
4071,1.075,2.025
4072,1.110,2.035
4073,1.115,2.025
4074,1.075,2.045
4075,1.110,2.015
4076,1.190,2.000
4077,1.180,2.005
4078,1.025,2.035
4079,0.965,2.085
4080,0.940,2.035
4081,0.880,1.960
4082,0.865,1.945
4083,0.895,1.945
4084,0.895,1.920
4085,0.835,1.935
4086,0.765,1.915
4087,0.825,1.880
4088,0.825,1.830
4089,0.760,1.860
4090,0.730,1.825
4091,0.790,1.810
4092,0.880,1.805
4093,0.805,1.760
4094,0.785,1.745
4095,0.825,1.705
4096,0.810,1.655
4097,0.765,1.655
4098,0.765,1.595
4099,0.770,1.590
4100,0.750,1.625
4101,0.760,1.665
4102,0.760,1.615
4103,0.755,1.630
4104,0.780,1.635
4105,0.740,1.700
4106,0.745,1.785
4107,0.810,1.835
4108,0.845,1.815
4109,0.880,1.765
4110,0.910,1.660
4111,0.860,1.540
4112,0.770,1.420
4113,0.745,1.485
4114,0.705,1.530
4115,0.640,1.620
4116,0.610,1.790
4117,0.600,1.765
4118,0.610,1.515
4119,0.655,1.205
4120,0.645,1.105
4121,0.635,1.205
4122,0.650,1.435
4123,0.725,1.825
4124,0.805,2.110
4125,1.035,2.095
4126,1.395,1.815
4127,1.725,1.520
4128,2.005,1.290
4129,2.275,0.950
4130,2.550,0.550
4131,2.735,0.260
4132,2.950,0.220
4133,3.285,0.275
4134,3.430,0.375
4135,3.100,0.620
4136,2.845,0.780
4137,2.655,0.910
4138,2.335,1.070
4139,1.800,1.330
4140,1.415,1.445
4141,1.240,1.525
4142,1.125,1.625
4143,1.010,1.655
4144,0.900,1.655
4145,0.880,1.670
4146,0.890,1.720
4147,0.820,1.745
4148,0.785,1.750
4149,0.780,1.705
4150,0.780,1.750
4151,0.720,1.780
4152,0.700,1.745
4153,0.715,1.765
4154,0.710,1.805
4155,0.655,1.830
4156,0.680,1.840
4157,0.735,1.840
4158,0.705,1.855
4159,0.660,1.830
4160,0.670,1.820
4161,0.680,1.830
4162,0.655,1.800
4163,0.610,1.810
4164,0.650,1.795
4165,0.640,1.825
4166,0.600,1.830
4167,0.575,1.840
4168,0.610,1.815
4169,0.585,1.790
4170,0.550,1.845
4171,0.505,1.815
4172,0.530,1.780
4173,0.540,1.745
4174,0.460,1.775
4175,0.455,1.760
4176,0.485,1.765
4177,0.460,1.755
4178,0.420,1.775
4179,0.370,1.765
4180,0.355,1.780
4181,0.420,1.805
4182,0.440,1.785
4183,0.335,1.720
4184,0.350,1.730
4185,0.415,1.820
4186,0.275,1.875
4187,0.380,1.780
4188,0.425,1.680
4189,0.325,1.725
4190,0.280,1.760
4191,0.355,1.820
4192,0.435,1.745
4193,0.425,1.745
4194,0.450,1.780
4195,0.520,1.755
4196,0.530,1.705
4197,0.555,1.765
4198,0.560,1.780
4199,0.645,1.775
4200,0.680,1.795
4201,0.655,1.815
4202,0.750,1.845
4203,0.805,1.815
4204,0.805,1.750
4205,0.830,1.795
4206,0.830,1.785
4207,0.850,1.735
4208,0.855,1.785
4209,0.805,1.815
4210,0.825,1.835
4211,0.860,1.845
4212,0.895,1.845
4213,0.845,1.805
4214,0.860,1.830
4215,0.895,1.785
4216,0.935,1.785
4217,0.895,1.810
4218,0.865,1.820
4219,0.900,1.850
4220,0.845,1.850
4221,0.805,1.875
4222,0.820,1.880
4223,0.925,1.840
4224,0.905,1.820
4225,0.870,1.890
4226,0.900,1.865
4227,0.875,1.795
4228,0.835,1.855
4229,0.815,1.925
4230,0.840,1.920
4231,0.900,1.915
4232,0.900,1.920
4233,0.905,1.915
4234,0.905,1.890
4235,0.880,1.900
4236,0.855,1.890
4237,0.840,1.920
4238,0.885,1.915
4239,0.910,1.950
4240,0.905,1.955
4241,0.895,1.995
4242,0.915,1.950
4243,0.945,1.935
4244,0.925,1.945
4245,0.875,1.935
4246,0.875,1.970
4247,0.890,1.955
4248,0.880,1.980
4249,0.875,2.055
4250,0.855,2.010
4251,0.885,1.935
4252,0.895,1.975
4253,0.835,1.975
4254,0.850,1.920
4255,0.895,1.995
4256,0.875,2.030
4257,0.830,2.010
4258,0.845,1.995
4259,0.895,1.955
4260,0.870,1.950
4261,0.825,1.965
4262,0.860,1.980
4263,0.895,1.970
4264,0.835,2.015
4265,0.805,2.035
4266,0.865,2.000
4267,0.860,1.950
4268,0.825,1.970
4269,0.805,1.995
4270,0.835,2.025
4271,0.860,2.020
4272,0.845,2.100
4273,0.835,2.115
4274,0.870,2.085
4275,0.930,2.105
4276,0.935,2.200
4277,0.935,2.270
4278,1.000,2.290
4279,1.075,2.325
4280,1.090,2.335
4281,1.085,2.320
4282,1.090,2.265
4283,1.135,2.270
4284,1.085,2.330
4285,1.050,2.355
4286,1.000,2.350
4287,0.940,2.345
4288,0.850,2.290
4289,0.845,2.275
4290,0.865,2.220
4291,0.835,2.215
4292,0.765,2.285
4293,0.740,2.335
4294,0.740,2.270
4295,0.740,2.170
4296,0.755,2.175
4297,0.735,2.185
4298,0.730,2.210
4299,0.730,2.250
4300,0.700,2.230
4301,0.695,2.135
4302,0.780,2.095
4303,0.765,2.070
4304,0.750,2.070
4305,0.715,2.100
4306,0.740,2.075
4307,0.730,2.005
4308,0.670,1.985
4309,0.680,2.040
4310,0.700,2.000
4311,0.710,2.055
4312,0.680,2.115
4313,0.670,2.095
4314,0.715,2.055
4315,0.715,2.130
4316,0.720,2.270
4317,0.770,2.330
4318,0.830,2.255
4319,0.825,2.160
4320,0.765,2.000
4321,0.710,1.885
4322,0.690,1.900
4323,0.570,1.900
4324,0.510,2.080
4325,0.475,2.335
4326,0.500,2.265
4327,0.525,2.035
4328,0.490,1.850
4329,0.535,1.705
4330,0.610,1.670
4331,0.585,1.795
4332,0.545,2.065
4333,0.670,2.400
4334,0.820,2.555
4335,1.085,2.615
4336,1.340,2.280
4337,1.705,1.920
4338,2.020,1.855
4339,2.315,1.495
4340,2.540,1.025
4341,2.795,0.830
4342,3.050,0.760
4343,3.265,0.825
4344,3.375,0.930
4345,3.325,1.075
4346,2.965,1.180
4347,2.585,1.330
4348,2.340,1.520
4349,2.015,1.735
4350,1.560,1.860
4351,1.230,1.995
4352,1.030,2.100
4353,0.885,2.095
4354,0.880,2.070
4355,0.835,2.110
4356,0.735,2.240
4357,0.670,2.255
4358,0.705,2.200
4359,0.680,2.175
4360,0.630,2.220
4361,0.585,2.315
4362,0.610,2.310
4363,0.625,2.290
4364,0.545,2.250
4365,0.515,2.255
4366,0.560,2.265
4367,0.555,2.270
4368,0.505,2.375
4369,0.485,2.350
4370,0.485,2.290
4371,0.520,2.270
4372,0.445,2.300
4373,0.425,2.330
4374,0.430,2.325
4375,0.450,2.350
4376,0.420,2.335
4377,0.365,2.300
4378,0.430,2.285
4379,0.435,2.280
4380,0.410,2.255
4381,0.360,2.260
4382,0.370,2.295
4383,0.410,2.330
4384,0.360,2.295
4385,0.315,2.285
4386,0.310,2.270
4387,0.300,2.235
4388,0.265,2.200
4389,0.220,2.250
4390,0.265,2.240
4391,0.245,2.230
4392,0.200,2.250
4393,0.175,2.260
4394,0.175,2.235
4395,0.185,2.200
4396,0.145,2.215
4397,0.135,2.240
4398,0.165,2.195
4399,0.150,2.180
4400,0.150,2.220
4401,0.085,2.255
4402,0.135,2.250
4403,0.195,2.220
4404,0.190,2.180
4405,0.190,2.205
4406,0.245,2.225
4407,0.290,2.180
4408,0.295,2.210
4409,0.295,2.270
4410,0.400,2.285
4411,0.455,2.250
4412,0.455,2.270
4413,0.445,2.240
4414,0.535,2.210
4415,0.585,2.160
4416,0.570,2.200
4417,0.620,2.250
4418,0.675,2.260
4419,0.685,2.235
4420,0.670,2.260
4421,0.690,2.235
4422,0.715,2.185
4423,0.715,2.180
4424,0.690,2.170
4425,0.705,2.220
4426,0.730,2.165
4427,0.720,2.170
4428,0.700,2.255
4429,0.680,2.250
4430,0.700,2.170
4431,0.715,2.190
4432,0.690,2.190
4433,0.680,2.130
4434,0.705,2.180
4435,0.705,2.170
4436,0.665,2.195
4437,0.660,2.195
4438,0.700,2.175
4439,0.730,2.205
4440,0.685,2.200
4441,0.680,2.205
4442,0.710,2.165
4443,0.710,2.140
4444,0.645,2.135
4445,0.650,2.180
4446,0.710,2.120
4447,0.680,2.105
4448,0.685,2.170
4449,0.675,2.165
4450,0.700,2.130
4451,0.685,2.175
4452,0.675,2.225
4453,0.730,2.155
4454,0.745,2.120
4455,0.690,2.120
4456,0.700,2.135
4457,0.745,2.065
4458,0.700,2.030
4459,0.675,2.090
4460,0.665,2.125
4461,0.690,2.105
4462,0.700,2.100
4463,0.680,2.090
4464,0.665,2.090
4465,0.685,2.050
4466,0.680,1.985
4467,0.620,2.015
4468,0.610,2.045
4469,0.645,2.020
4470,0.665,2.025
4471,0.640,2.020
4472,0.600,2.040
4473,0.660,1.995
4474,0.660,1.955
4475,0.605,1.945
4476,0.575,1.990
4477,0.630,1.970
4478,0.640,1.960
4479,0.575,1.980
4480,0.595,1.965
4481,0.645,1.955
4482,0.610,1.945
4483,0.615,1.965
4484,0.620,2.005
4485,0.650,1.950
4486,0.675,1.985
4487,0.660,2.015
4488,0.695,2.130
4489,0.745,2.165
4490,0.800,2.040
4491,0.765,2.115
4492,0.735,2.285
4493,0.790,2.070
4494,0.870,2.035
4495,0.855,2.190
4496,0.800,2.190
4497,0.780,2.055
4498,0.715,2.065
4499,0.645,2.135
4500,0.575,2.105
4501,0.615,2.135
4502,0.660,2.090
4503,0.600,2.010
4504,0.520,2.040
4505,0.525,2.035
4506,0.530,1.980
4507,0.480,1.950
4508,0.465,1.935
4509,0.510,1.905
4510,0.505,1.920
4511,0.435,1.955
4512,0.455,1.925
4513,0.505,1.835
4514,0.475,1.770
4515,0.455,1.765
4516,0.525,1.735
4517,0.550,1.655
4518,0.475,1.610
4519,0.465,1.635
4520,0.470,1.650
4521,0.485,1.575
4522,0.445,1.615
4523,0.420,1.635
4524,0.430,1.570
4525,0.430,1.625
4526,0.460,1.725
4527,0.460,1.755
4528,0.535,1.755
4529,0.630,1.760
4530,0.675,1.675
4531,0.580,1.605
4532,0.540,1.390
4533,0.490,1.345
4534,0.370,1.480
4535,0.280,1.530
4536,0.285,1.700
4537,0.250,1.695
4538,0.180,1.495
4539,0.225,1.280
4540,0.315,1.025
4541,0.285,0.805
4542,0.260,0.950
4543,0.260,1.305
4544,0.370,1.620
4545,0.510,1.820
4546,0.685,1.815
4547,0.965,1.535
4548,1.290,1.210
4549,1.585,0.990
4550,1.835,0.685
4551,2.025,0.275
4552,2.185,-0.020
4553,2.445,-0.085
4554,2.715,0.005
4555,2.820,0.080
4556,2.625,0.195
4557,2.375,0.330
4558,2.190,0.565
4559,1.995,0.690
4560,1.525,0.855
4561,1.115,1.050
4562,0.895,1.195
4563,0.800,1.240
4564,0.715,1.245
4565,0.605,1.235
4566,0.550,1.305
4567,0.560,1.355
4568,0.530,1.275
4569,0.460,1.325
4570,0.450,1.350
4571,0.475,1.355
4572,0.450,1.330
4573,0.390,1.350
4574,0.405,1.370
4575,0.405,1.340
4576,0.355,1.300
4577,0.350,1.360
4578,0.340,1.375
4579,0.365,1.330
4580,0.345,1.300
4581,0.345,1.350
4582,0.325,1.365
4583,0.295,1.345
4584,0.340,1.305
4585,0.280,1.355
4586,0.305,1.320
4587,0.285,1.270
4588,0.275,1.285
4589,0.255,1.265
4590,0.265,1.280
4591,0.290,1.210
4592,0.265,1.165
4593,0.220,1.190
4594,0.225,1.175
4595,0.260,1.190
4596,0.225,1.130
4597,0.175,1.145
4598,0.175,1.135
4599,0.205,1.090
4600,0.150,1.085
4601,0.070,1.060
4602,0.110,1.090
4603,0.115,1.075
4604,0.085,1.075
4605,0.065,1.085
4606,0.040,1.065
4607,0.070,1.025
4608,0.050,0.960
4609,0.000,0.960
4610,0.035,0.965
4611,0.065,0.905
4612,0.045,0.915
4613,0.020,0.895
4614,0.090,0.915
4615,0.150,0.915
4616,0.130,0.890
4617,0.110,0.895
4618,0.230,0.900
4619,0.245,0.865
4620,0.245,0.825
4621,0.290,0.880
4622,0.340,0.850
4623,0.390,0.825
4624,0.375,0.820
4625,0.410,0.825
4626,0.450,0.800
4627,0.460,0.760
4628,0.485,0.800
4629,0.485,0.790
4630,0.490,0.730
4631,0.495,0.755
4632,0.485,0.790
4633,0.495,0.755
4634,0.525,0.775
4635,0.530,0.790
4636,0.520,0.745
4637,0.505,0.730
4638,0.550,0.705
4639,0.570,0.690
4640,0.525,0.705
4641,0.535,0.660
4642,0.540,0.630
4643,0.545,0.660
4644,0.505,0.665
4645,0.550,0.630
4646,0.560,0.625
4647,0.525,0.670
4648,0.475,0.690
4649,0.490,0.660
4650,0.525,0.615
4651,0.525,0.590
4652,0.525,0.595
4653,0.525,0.600
4654,0.530,0.585
4655,0.500,0.605
4656,0.520,0.595
4657,0.565,0.630
4658,0.570,0.595
4659,0.550,0.635
4660,0.555,0.595
4661,0.595,0.595
4662,0.575,0.620
4663,0.560,0.585
4664,0.550,0.560
4665,0.570,0.545
4666,0.550,0.580
4667,0.515,0.545
4668,0.550,0.530
4669,0.585,0.520
4670,0.550,0.500
4671,0.535,0.495
4672,0.585,0.495
4673,0.570,0.485
4674,0.560,0.465
4675,0.550,0.450
4676,0.540,0.435
4677,0.535,0.450
4678,0.495,0.410
4679,0.480,0.420
4680,0.525,0.375
4681,0.505,0.375
4682,0.505,0.375
4683,0.520,0.390
4684,0.545,0.390
4685,0.540,0.370
4686,0.480,0.375
4687,0.470,0.380
4688,0.480,0.320
4689,0.470,0.345
4690,0.430,0.355
4691,0.475,0.345
4692,0.545,0.305
4693,0.545,0.290
4694,0.500,0.315
4695,0.495,0.360
4696,0.510,0.335
4697,0.475,0.415
4698,0.485,0.475
4699,0.565,0.495
4700,0.605,0.505
4701,0.625,0.525
4702,0.660,0.540
4703,0.685,0.515
4704,0.665,0.505
4705,0.585,0.490
4706,0.600,0.510
4707,0.615,0.460
4708,0.525,0.445
4709,0.445,0.485
4710,0.425,0.530
4711,0.460,0.465
4712,0.455,0.425
4713,0.380,0.400
4714,0.370,0.430
4715,0.350,0.395
4716,0.310,0.340
4717,0.300,0.355
4718,0.355,0.315
4719,0.345,0.255
4720,0.305,0.250
4721,0.285,0.300
4722,0.290,0.280
4723,0.305,0.185
4724,0.310,0.170
4725,0.340,0.210
4726,0.320,0.135
4727,0.315,0.055
4728,0.305,0.070
4729,0.300,0.080
4730,0.345,0.020
4731,0.330,0.050
4732,0.325,0.085
4733,0.370,0.100
4734,0.395,0.090
4735,0.435,0.075
4736,0.445,0.215
4737,0.450,0.260
4738,0.485,0.215
4739,0.565,0.185
4740,0.560,0.115
4741,0.545,-0.005
4742,0.510,-0.160
4743,0.495,-0.140
4744,0.445,0.000
4745,0.405,0.105
4746,0.405,0.240
4747,0.365,0.155
4748,0.330,-0.090
4749,0.310,-0.395
4750,0.330,-0.665
4751,0.315,-0.690
4752,0.255,-0.455
4753,0.300,-0.060
4754,0.330,0.220
4755,0.450,0.420
4756,0.590,0.345
4757,0.795,0.040
4758,1.045,-0.250
4759,1.280,-0.505
4760,1.455,-0.840
4761,1.695,-1.210
4762,2.035,-1.525
4763,2.340,-1.625
4764,2.460,-1.515
4765,2.490,-1.400
4766,2.425,-1.290
4767,2.260,-1.065
4768,2.055,-0.795
4769,1.730,-0.630
4770,1.270,-0.415
4771,0.825,-0.240
4772,0.645,-0.155
4773,0.525,-0.140
4774,0.465,-0.085
4775,0.395,0.040
4776,0.375,0.060
4777,0.330,0.060
4778,0.325,0.080
4779,0.280,0.120
4780,0.250,0.125
4781,0.250,0.100
4782,0.245,0.130
4783,0.210,0.190
4784,0.200,0.170
4785,0.205,0.175
4786,0.200,0.160
4787,0.170,0.145
4788,0.150,0.125
4789,0.170,0.130
4790,0.160,0.145
4791,0.130,0.190
4792,0.110,0.175
4793,0.120,0.150
4794,0.120,0.180
4795,0.070,0.145
4796,0.060,0.130
4797,0.110,0.110
4798,0.095,0.150
4799,0.050,0.155
4800,0.050,0.135
4801,0.050,0.035
4802,0.040,0.065
4803,-0.005,0.140
4804,0.025,0.115
4805,0.000,0.085
4806,-0.025,0.050
4807,-0.010,0.090
4808,0.000,0.120
4809,-0.025,0.085
4810,-0.055,0.085
4811,-0.080,0.045
4812,-0.110,0.030
4813,-0.090,0.045
4814,-0.135,0.065
4815,-0.150,0.020
4816,-0.140,0.025
4817,-0.140,0.045
4818,-0.145,0.050
4819,-0.170,-0.045
4820,-0.160,-0.025
4821,-0.100,0.010
4822,-0.100,0.015
4823,-0.155,0.005
4824,-0.140,-0.055
4825,-0.085,-0.030
4826,-0.085,0.035
4827,-0.050,0.060
4828,0.020,0.000
4829,0.065,-0.090
4830,0.045,-0.040
4831,0.130,0.080
4832,0.200,0.045
4833,0.210,0.000
4834,0.185,0.025
4835,0.275,0.065
4836,0.300,-0.025
4837,0.275,-0.050
4838,0.290,0.015
4839,0.310,0.035
4840,0.315,-0.055
4841,0.305,0.000
4842,0.300,0.025
4843,0.300,0.025
4844,0.320,-0.035
4845,0.325,-0.030
4846,0.335,-0.035
4847,0.315,-0.090
4848,0.300,-0.070
4849,0.335,-0.005
4850,0.295,-0.005
4851,0.295,-0.020
4852,0.330,-0.010
4853,0.320,-0.020
4854,0.285,-0.010
4855,0.255,-0.015
4856,0.310,-0.055
4857,0.330,-0.050
4858,0.255,-0.040
4859,0.300,-0.020
4860,0.345,0.005
4861,0.305,-0.005
4862,0.290,0.030
4863,0.340,0.005
4864,0.330,-0.010
4865,0.300,-0.060
4866,0.260,-0.025
4867,0.330,0.010
4868,0.320,-0.015
4869,0.295,-0.005
4870,0.300,0.030
4871,0.345,0.050
4872,0.295,-0.040
4873,0.270,-0.015
4874,0.290,0.030
4875,0.320,-0.020
4876,0.320,-0.055
4877,0.265,-0.015
4878,0.270,-0.005
4879,0.320,0.005
4880,0.310,-0.005
4881,0.265,0.020
4882,0.290,0.025
4883,0.325,-0.035
4884,0.330,-0.045
4885,0.270,-0.050
4886,0.300,-0.015
4887,0.320,-0.055
4888,0.290,-0.075
4889,0.265,0.000
4890,0.285,-0.025
4891,0.260,-0.055
4892,0.275,-0.040
4893,0.295,0.005
4894,0.280,-0.025
4895,0.275,-0.100
4896,0.265,-0.050
4897,0.260,-0.005
4898,0.265,-0.005
4899,0.300,-0.005
4900,0.320,0.025
4901,0.255,-0.010
4902,0.295,-0.020
4903,0.325,-0.055
4904,0.315,-0.030
4905,0.270,-0.010
4906,0.300,0.075
4907,0.335,0.080
4908,0.330,0.090
4909,0.300,0.120
4910,0.345,0.165
4911,0.410,0.165
4912,0.440,0.210
4913,0.455,0.260
4914,0.485,0.295
4915,0.515,0.290
4916,0.490,0.250
4917,0.505,0.295
4918,0.535,0.290
4919,0.520,0.215
4920,0.430,0.210
4921,0.330,0.270
4922,0.315,0.305
4923,0.320,0.225
4924,0.295,0.220
4925,0.250,0.205
4926,0.230,0.230
4927,0.190,0.190
4928,0.150,0.190
4929,0.185,0.225
4930,0.230,0.170
4931,0.245,0.080
4932,0.190,0.085
4933,0.200,0.155
4934,0.245,0.120
4935,0.245,0.070
4936,0.265,0.085
4937,0.245,0.030
4938,0.255,-0.065
4939,0.225,-0.110
4940,0.190,-0.105
4941,0.200,-0.065
4942,0.195,-0.030
4943,0.170,-0.075
4944,0.175,-0.145
4945,0.135,-0.095
4946,0.110,-0.090
4947,0.150,-0.050
4948,0.155,-0.005
4949,0.190,0.140
4950,0.255,0.110
4951,0.330,0.100
4952,0.355,0.045
4953,0.330,0.020
4954,0.285,-0.120
4955,0.190,-0.275
4956,0.090,-0.235
4957,0.105,-0.155
4958,0.060,-0.105
4959,-0.045,0.020
4960,-0.120,0.050
4961,-0.020,-0.145
4962,0.060,-0.400
4963,0.015,-0.555
4964,-0.070,-0.535
4965,-0.025,-0.340
4966,0.065,0.000
4967,0.220,0.310
4968,0.405,0.445
4969,0.640,0.200
4970,1.005,-0.100
4971,1.280,-0.325
4972,1.500,-0.620
4973,1.785,-0.925
4974,2.125,-1.280
4975,2.400,-1.590
4976,2.530,-1.555
4977,2.655,-1.325
4978,2.685,-1.205
4979,2.520,-1.105
4980,2.190,-0.905
4981,1.880,-0.690
4982,1.460,-0.535
4983,1.010,-0.330
4984,0.715,-0.160
4985,0.555,-0.080
4986,0.480,-0.075
4987,0.375,-0.050
4988,0.295,-0.015
4989,0.275,0.065
4990,0.265,0.080
4991,0.265,0.095
4992,0.205,0.135
4993,0.185,0.145
4994,0.185,0.160
4995,0.180,0.110
4996,0.120,0.145
4997,0.105,0.140
4998,0.120,0.135
4999,0.105,0.130
5000,0.095,0.175
5001,0.080,0.145
5002,0.090,0.165
5003,0.090,0.185
5004,0.030,0.160
5005,0.035,0.150
5006,0.045,0.150
5007,0.030,0.145
5008,-0.005,0.215
5009,-0.005,0.210
5010,0.030,0.185
5011,-0.015,0.150
5012,-0.045,0.160
5013,-0.025,0.155
5014,-0.030,0.130
5015,-0.070,0.185
5016,-0.105,0.245
5017,-0.105,0.195
5018,-0.120,0.130
5019,-0.135,0.135
5020,-0.130,0.160
5021,-0.080,0.150
5022,-0.065,0.160
5023,-0.125,0.145
5024,-0.160,0.175
5025,-0.150,0.185
5026,-0.185,0.100
5027,-0.250,0.090
5028,-0.295,0.160
5029,-0.210,0.175
5030,-0.195,0.170
5031,-0.230,0.170
5032,-0.200,0.205
5033,-0.180,0.155
5034,-0.215,0.100
5035,-0.260,0.105
5036,-0.265,0.130
5037,-0.190,0.155
5038,-0.110,0.155
5039,-0.130,0.145
5040,-0.070,0.220
5041,-0.010,0.145
5042,0.045,0.125
5043,0.020,0.115
5044,0.055,0.180
5045,0.105,0.155
5046,0.085,0.160
5047,0.120,0.145
5048,0.210,0.190
5049,0.260,0.095
5050,0.245,0.040
5051,0.250,0.140
5052,0.270,0.195
5053,0.320,0.065
5054,0.310,0.115
5055,0.245,0.165
5056,0.235,0.135
5057,0.345,0.095
5058,0.355,0.160
5059,0.315,0.155
5060,0.275,0.095
5061,0.255,0.125
5062,0.370,0.155
5063,0.365,0.180
5064,0.270,0.160
5065,0.300,0.125
5066,0.415,0.150
5067,0.390,0.145
5068,0.260,0.145
5069,0.360,0.175
5070,0.450,0.155
5071,0.290,0.160
5072,0.250,0.170
5073,0.400,0.145
5074,0.420,0.160
5075,0.365,0.190
5076,0.355,0.195
5077,0.375,0.175
5078,0.340,0.200
5079,0.300,0.200
5080,0.330,0.225
5081,0.370,0.220
5082,0.385,0.200
5083,0.360,0.200
5084,0.355,0.215
5085,0.395,0.165
5086,0.405,0.145
5087,0.390,0.195
5088,0.390,0.205
5089,0.420,0.175
5090,0.410,0.180
5091,0.365,0.220
5092,0.405,0.255
5093,0.405,0.190
5094,0.395,0.205
5095,0.380,0.250
5096,0.420,0.240
5097,0.390,0.185
5098,0.385,0.210
5099,0.365,0.210
5100,0.355,0.205
5101,0.350,0.195
5102,0.370,0.220
5103,0.340,0.215
5104,0.330,0.185
5105,0.360,0.175
5106,0.355,0.170
5107,0.330,0.200
5108,0.345,0.190
5109,0.370,0.170
5110,0.365,0.160
5111,0.325,0.215
5112,0.375,0.230
5113,0.365,0.155
5114,0.345,0.180
5115,0.335,0.235
5116,0.370,0.225
5117,0.380,0.200
5118,0.390,0.220
5119,0.395,0.255
5120,0.385,0.265
5121,0.435,0.325
5122,0.475,0.400
5123,0.525,0.455
5124,0.585,0.420
5125,0.585,0.430
5126,0.605,0.450
5127,0.595,0.430
5128,0.640,0.425
5129,0.635,0.405
5130,0.575,0.410
5131,0.490,0.460
5132,0.430,0.425
5133,0.410,0.440
5134,0.370,0.430
5135,0.375,0.445
5136,0.390,0.390
5137,0.310,0.380
5138,0.235,0.405
5139,0.265,0.400
5140,0.325,0.325
5141,0.310,0.315
5142,0.265,0.320
5143,0.315,0.385
5144,0.335,0.350
5145,0.305,0.330
5146,0.315,0.330
5147,0.360,0.300
5148,0.395,0.250
5149,0.370,0.215
5150,0.330,0.190
5151,0.335,0.175
5152,0.335,0.150
5153,0.335,0.190
5154,0.305,0.225
5155,0.300,0.180
5156,0.300,0.195
5157,0.315,0.260
5158,0.325,0.260
5159,0.335,0.265
5160,0.375,0.380
5161,0.435,0.410
5162,0.445,0.355
5163,0.515,0.325
5164,0.490,0.250
5165,0.430,0.110
5166,0.370,0.100
5167,0.320,0.150
5168,0.260,0.195
5169,0.250,0.390
5170,0.225,0.490
5171,0.245,0.280
5172,0.260,0.005
5173,0.300,-0.160
5174,0.300,-0.165
5175,0.280,-0.025
5176,0.295,0.285
5177,0.380,0.685
5178,0.535,0.855
5179,0.830,0.675
5180,1.105,0.400
5181,1.325,0.130
5182,1.575,-0.110
5183,1.880,-0.495
5184,2.140,-0.825
5185,2.410,-0.975
5186,2.670,-0.990
5187,2.825,-0.940
5188,2.725,-0.780
5189,2.515,-0.570
5190,2.310,-0.395
5191,2.035,-0.220
5192,1.590,-0.005
5193,1.190,0.150
5194,0.965,0.255
5195,0.805,0.325
5196,0.685,0.340
5197,0.610,0.385
5198,0.590,0.445
5199,0.570,0.460
5200,0.490,0.495
5201,0.480,0.530
5202,0.490,0.540
5203,0.455,0.545
5204,0.385,0.585
5205,0.415,0.580
5206,0.460,0.580
5207,0.400,0.560
5208,0.385,0.610
5209,0.430,0.630
5210,0.395,0.585
5211,0.350,0.635
5212,0.305,0.685
5213,0.340,0.675
5214,0.300,0.665
5215,0.280,0.675
5216,0.285,0.725
5217,0.335,0.705
5218,0.335,0.645
5219,0.285,0.675
5220,0.265,0.685
5221,0.325,0.670
5222,0.310,0.665
5223,0.290,0.725
5224,0.270,0.670
5225,0.300,0.710
5226,0.285,0.710
5227,0.225,0.735
5228,0.240,0.715
5229,0.260,0.745
5230,0.245,0.710
5231,0.205,0.750
5232,0.240,0.780
5233,0.225,0.755
5234,0.190,0.810
5235,0.175,0.805
5236,0.190,0.820
5237,0.195,0.830
5238,0.160,0.850
5239,0.125,0.855
5240,0.185,0.855
5241,0.210,0.835
5242,0.180,0.825
5243,0.210,0.885
5244,0.270,0.890
5245,0.275,0.865
5246,0.280,0.885
5247,0.320,0.880
5248,0.395,0.905
5249,0.420,0.890
