'sample interval','ECG','ECG'
2645,0.040,0.043
2646,0.047,0.055
2647,0.047,0.045
2648,0.030,0.037
2649,0.007,0.022
2650,-0.017,0.028
2651,-0.017,0.033
2652,-0.023,0.028
2653,-0.027,0.037
2654,-0.020,0.050
2655,-0.040,0.045
2656,-0.030,0.050
2657,-0.037,0.052
2658,-0.030,0.062
2659,-0.027,0.070
2660,-0.050,0.055
2661,-0.047,0.058
2662,-0.060,0.058
2663,-0.060,0.058
2664,-0.077,0.058
2665,-0.087,0.062
2666,-0.083,0.062
2667,-0.077,0.072
2668,-0.077,0.080
2669,-0.067,0.098
2670,-0.073,0.095
2671,-0.063,0.098
2672,-0.080,0.092
2673,-0.083,0.087
2674,-0.093,0.077
2675,-0.093,0.092
2676,-0.100,0.090
2677,-0.117,0.092
2678,-0.113,0.110
2679,-0.100,0.110
2680,-0.113,0.120
2681,-0.103,0.122
2682,-0.100,0.128
2683,-0.083,0.122
2684,-0.093,0.113
2685,-0.097,0.115
2686,-0.107,0.115
2687,-0.117,0.110
2688,-0.123,0.107
2689,-0.130,0.113
2690,-0.123,0.115
2691,-0.130,0.120
2692,-0.123,0.125
2693,-0.113,0.128
2694,-0.117,0.128
2695,-0.127,0.138
2696,-0.117,0.120
2697,-0.133,0.110
2698,-0.133,0.105
2699,-0.123,0.092
2700,-0.140,0.092
2701,-0.130,0.092
2702,-0.130,0.098
2703,-0.130,0.102
2704,-0.123,0.105
2705,-0.117,0.110
2706,-0.127,0.105
2707,-0.123,0.115
2708,-0.107,0.107
2709,-0.140,0.090
2710,-0.140,0.098
2711,-0.133,0.077
2712,-0.153,0.077
2713,-0.147,0.075
2714,-0.153,0.075
2715,-0.147,0.080
2716,-0.140,0.070
2717,-0.140,0.087
2718,-0.127,0.077
2719,-0.137,0.075
2720,-0.133,0.083
2721,-0.130,0.065
2722,-0.140,0.052
2723,-0.140,0.048
2724,-0.143,0.043
2725,-0.140,0.050
2726,-0.140,0.043
2727,-0.133,0.045
2728,-0.130,0.055
2729,-0.120,0.068
2730,-0.113,0.065
2731,-0.117,0.058
2732,-0.107,0.048
2733,-0.123,0.035
2734,-0.123,0.045
2735,-0.117,0.040
2736,-0.130,0.030
2737,-0.130,0.043
2738,-0.117,0.035
2739,-0.120,0.030
2740,-0.117,0.030
2741,-0.107,0.052
2742,-0.100,0.045
2743,-0.100,0.043
2744,-0.107,0.040
2745,-0.103,0.028
2746,-0.117,0.028
2747,-0.123,0.018
2748,-0.127,0.018
2749,-0.133,0.018
2750,-0.137,0.018
2751,-0.143,0.028
2752,-0.133,0.028
2753,-0.130,0.040
2754,-0.110,0.040
2755,-0.097,0.035
2756,-0.110,0.028
2757,-0.117,0.022
2758,-0.123,0.018
2759,-0.133,0.005
2760,-0.123,0.010
2761,-0.130,0.015
2762,-0.127,0.010
2763,-0.130,0.028
2764,-0.110,0.028
2765,-0.110,0.033
2766,-0.103,0.030
2767,-0.097,0.025
2768,-0.097,0.018
2769,-0.110,0.010
2770,-0.123,0.013
2771,-0.117,0.005
2772,-0.130,-0.005
2773,-0.130,0.005
2774,-0.130,0.003
2775,-0.123,0.007
2776,-0.103,0.020
2777,-0.090,0.022
2778,-0.100,0.022
2779,-0.093,0.025
2780,-0.093,0.025
2781,-0.093,0.018
2782,-0.103,0.005
2783,-0.110,0.007
2784,-0.110,0.010
2785,-0.110,0.005
2786,-0.113,0.015
2787,-0.107,0.022
2788,-0.097,0.030
2789,-0.083,0.030
2790,-0.093,0.022
2791,-0.093,0.020
2792,-0.087,0.018
2793,-0.097,0.015
2794,-0.117,0.000
2795,-0.117,0.000
2796,-0.110,0.000
2797,-0.130,0.000
2798,-0.127,0.003
2799,-0.117,0.013
2800,-0.117,0.018
2801,-0.107,0.013
2802,-0.097,0.022
2803,-0.090,0.028
2804,-0.093,0.010
2805,-0.107,0.010
2806,-0.113,0.010
2807,-0.110,0.000
2808,-0.107,0.003
2809,-0.117,0.005
2810,-0.107,0.020
2811,-0.100,0.020
2812,-0.097,0.040
2813,-0.083,0.045
2814,-0.077,0.045
2815,-0.073,0.052
2816,-0.073,0.045
2817,-0.083,0.043
2818,-0.080,0.045
2819,-0.087,0.033
2820,-0.077,0.022
2821,-0.077,0.018
2822,-0.093,0.010
2823,-0.083,0.000
2824,-0.073,0.010
2825,-0.063,0.003
2826,-0.060,-0.010
2827,-0.053,-0.010
2828,-0.033,-0.022
2829,-0.033,-0.033
2830,-0.023,-0.035
2831,-0.027,-0.045
2832,-0.037,-0.055
2833,-0.053,-0.058
2834,-0.063,-0.055
2835,-0.070,-0.050
2836,-0.077,-0.050
2837,-0.070,-0.045
2838,-0.070,-0.048
2839,-0.077,-0.040
2840,-0.083,-0.035
2841,-0.087,-0.033
2842,-0.070,-0.025
2843,-0.050,-0.033
2844,-0.053,-0.013
2845,-0.050,-0.005
2846,-0.083,0.000
2847,-0.113,0.005
2848,-0.123,0.007
2849,-0.130,0.003
2850,-0.147,0.000
2851,-0.147,-0.003
2852,-0.147,-0.003
2853,-0.160,-0.010
2854,-0.167,-0.018
2855,-0.173,-0.020
2856,-0.170,-0.020
2857,-0.170,-0.020
2858,-0.180,-0.030
2859,-0.163,-0.010
2860,-0.157,-0.015
2861,-0.153,0.000
2862,-0.140,0.000
2863,-0.160,0.000
2864,-0.140,0.000
2865,-0.150,-0.013
2866,-0.147,-0.015
2867,-0.143,-0.018
2868,-0.167,-0.013
2869,-0.160,-0.010
2870,-0.160,-0.005
2871,-0.153,0.000
2872,-0.137,0.003
2873,-0.137,0.018
2874,-0.123,0.013
2875,-0.123,0.018
2876,-0.120,0.010
2877,-0.123,0.003
2878,-0.137,0.000
2879,-0.130,0.007
2880,-0.140,-0.003
2881,-0.137,0.018
2882,-0.137,0.018
2883,-0.140,0.033
2884,-0.133,0.062
2885,-0.140,0.080
2886,-0.153,0.125
2887,-0.147,0.168
2888,-0.163,0.200
2889,-0.177,0.233
2890,-0.200,0.250
2891,-0.200,0.263
2892,-0.213,0.263
2893,-0.210,0.285
2894,-0.203,0.325
2895,-0.207,0.372
2896,-0.203,0.407
2897,-0.217,0.407
2898,-0.223,0.372
2899,-0.217,0.275
2900,-0.193,0.133
2901,-0.123,-0.040
2902,-0.033,-0.200
2903,0.110,-0.275
2904,0.267,-0.268
2905,0.403,-0.165
2906,0.503,-0.043
2907,0.553,0.025
2908,0.540,0.045
2909,0.440,0.018
2910,0.240,-0.030
2911,-0.023,-0.075
2912,-0.337,-0.095
2913,-0.597,-0.090
2914,-0.773,-0.092
2915,-0.843,-0.068
2916,-0.807,-0.052
2917,-0.730,-0.052
2918,-0.637,-0.033
2919,-0.527,-0.025
2920,-0.433,-0.010
2921,-0.363,-0.005
2922,-0.320,0.000
2923,-0.263,0.000
2924,-0.237,0.000
2925,-0.223,-0.010
2926,-0.210,-0.022
2927,-0.217,-0.028
2928,-0.210,-0.033
2929,-0.200,-0.028
2930,-0.193,-0.020
2931,-0.167,-0.013
2932,-0.160,-0.005
2933,-0.123,0.000
2934,-0.113,-0.010
2935,-0.103,-0.005
2936,-0.087,-0.005
2937,-0.090,-0.010
2938,-0.087,-0.018
2939,-0.103,-0.025
2940,-0.110,-0.022
2941,-0.097,-0.028
2942,-0.093,-0.028
2943,-0.087,-0.020
2944,-0.070,-0.007
2945,-0.053,0.000
2946,-0.047,0.000
2947,-0.037,-0.003
2948,-0.030,-0.007
2949,-0.037,-0.018
2950,-0.033,-0.018
2951,-0.047,-0.033
2952,-0.053,-0.028
2953,-0.047,-0.033
2954,-0.043,-0.030
2955,-0.020,-0.028
2956,-0.010,-0.022
2957,0.007,-0.018
2958,0.007,-0.015
2959,0.003,-0.013
2960,0.010,-0.013
2961,0.003,-0.028
2962,0.000,-0.037
2963,-0.007,-0.035
2964,0.000,-0.040
2965,0.013,-0.045
2966,0.010,-0.045
2967,0.033,-0.040
2968,0.047,-0.040
2969,0.047,-0.035
2970,0.073,-0.025
2971,0.070,-0.030
2972,0.077,-0.045
2973,0.067,-0.055
2974,0.073,-0.055
2975,0.077,-0.060
2976,0.070,-0.062
2977,0.080,-0.065
2978,0.077,-0.065
2979,0.093,-0.048
2980,0.097,-0.058
2981,0.103,-0.048
2982,0.123,-0.050
2983,0.120,-0.052
2984,0.123,-0.052
2985,0.117,-0.070
2986,0.123,-0.062
2987,0.133,-0.068
2988,0.127,-0.080
2989,0.130,-0.072
2990,0.133,-0.072
2991,0.130,-0.068
2992,0.130,-0.062
2993,0.147,-0.048
2994,0.167,-0.040
2995,0.157,-0.048
2996,0.157,-0.055
2997,0.160,-0.060
2998,0.153,-0.058
2999,0.153,-0.075
3000,0.143,-0.080
3001,0.137,-0.062
3002,0.133,-0.068
3003,0.147,-0.060
3004,0.163,-0.045
3005,0.163,-0.045
3006,0.177,-0.043
3007,0.167,-0.052
3008,0.177,-0.045
3009,0.190,-0.048
3010,0.173,-0.048
3011,0.170,-0.045
3012,0.170,-0.055
3013,0.153,-0.045
3014,0.153,-0.035
3015,0.147,-0.025
3016,0.150,-0.015
3017,0.140,-0.010
3018,0.123,0.003
3019,0.140,0.000
3020,0.120,0.010
3021,0.113,0.005
3022,0.093,0.000
3023,0.083,0.005
3024,0.063,-0.013
3025,0.047,0.000
3026,0.047,0.018
3027,0.033,0.022
3028,0.030,0.040
3029,0.027,0.035
3030,0.030,0.045
3031,0.030,0.040
3032,0.013,0.045
3033,-0.003,0.043
3034,-0.023,0.028
3035,-0.040,0.040
3036,-0.057,0.040
3037,-0.063,0.043
3038,-0.070,0.043
3039,-0.093,0.045
3040,-0.097,0.062
3041,-0.093,0.070
3042,-0.090,0.065
3043,-0.090,0.060
3044,-0.117,0.060
3045,-0.113,0.075
3046,-0.123,0.055
3047,-0.150,0.052
3048,-0.147,0.048
3049,-0.167,0.045
3050,-0.167,0.070
3051,-0.163,0.068
3052,-0.167,0.080
3053,-0.167,0.090
3054,-0.170,0.087
3055,-0.167,0.080
3056,-0.170,0.083
3057,-0.177,0.080
3058,-0.203,0.072
3059,-0.210,0.072
3060,-0.197,0.092
3061,-0.207,0.087
3062,-0.200,0.105
3063,-0.203,0.115
3064,-0.207,0.113
3065,-0.203,0.130
3066,-0.210,0.130
3067,-0.207,0.133
3068,-0.210,0.120
3069,-0.223,0.122
3070,-0.220,0.115
3071,-0.233,0.117
3072,-0.243,0.107
3073,-0.243,0.110
3074,-0.253,0.113
3075,-0.253,0.115
3076,-0.253,0.128
3077,-0.250,0.140
3078,-0.237,0.135
3079,-0.240,0.133
3080,-0.230,0.130
3081,-0.240,0.113
3082,-0.247,0.113
3083,-0.257,0.102
3084,-0.263,0.105
3085,-0.267,0.100
3086,-0.270,0.110
3087,-0.260,0.115
3088,-0.263,0.125
3089,-0.253,0.125
3090,-0.250,0.120
3091,-0.240,0.120
3092,-0.240,0.115
3093,-0.253,0.102
3094,-0.263,0.100
3095,-0.277,0.095
3096,-0.280,0.090
3097,-0.277,0.085
3098,-0.287,0.087
3099,-0.263,0.092
3100,-0.270,0.090
3101,-0.257,0.098
3102,-0.260,0.087
3103,-0.257,0.092
3104,-0.247,0.090
3105,-0.270,0.070
3106,-0.277,0.077
3107,-0.273,0.065
3108,-0.280,0.058
3109,-0.270,0.058
3110,-0.280,0.058
3111,-0.260,0.070
3112,-0.260,0.072
3113,-0.253,0.075
3114,-0.253,0.080
3115,-0.257,0.075
3116,-0.253,0.060
3117,-0.270,0.043
3118,-0.277,0.045
3119,-0.270,0.050
3120,-0.280,0.037
3121,-0.277,0.043
3122,-0.280,0.040
3123,-0.283,0.052
3124,-0.270,0.058
3125,-0.270,0.058
3126,-0.260,0.052
3127,-0.263,0.045
3128,-0.267,0.045
3129,-0.263,0.035
3130,-0.277,0.037
3131,-0.260,0.035
3132,-0.273,0.033
3133,-0.270,0.035
3134,-0.273,0.033
3135,-0.280,0.040
3136,-0.270,0.045
3137,-0.270,0.052
3138,-0.260,0.058
3139,-0.257,0.052
3140,-0.257,0.048
3141,-0.263,0.035
3142,-0.280,0.025
3143,-0.273,0.030
3144,-0.280,0.020
3145,-0.280,0.022
3146,-0.280,0.028
3147,-0.287,0.035
3148,-0.263,0.037
3149,-0.260,0.040
3150,-0.257,0.035
3151,-0.257,0.035
3152,-0.257,0.033
3153,-0.257,0.028
3154,-0.267,0.018
3155,-0.263,0.018
3156,-0.270,0.018
3157,-0.277,0.018
3158,-0.270,0.025
3159,-0.273,0.035
3160,-0.267,0.028
3161,-0.270,0.028
3162,-0.277,0.028
3163,-0.263,0.020
3164,-0.263,0.025
3165,-0.273,0.020
3166,-0.283,0.018
3167,-0.290,0.018
3168,-0.293,0.018
3169,-0.303,0.015
3170,-0.293,0.018
3171,-0.297,0.015
3172,-0.290,0.025
3173,-0.280,0.028
3174,-0.287,0.025
3175,-0.277,0.022
3176,-0.270,0.022
3177,-0.280,0.018
3178,-0.290,0.005
3179,-0.290,0.003
3180,-0.293,0.000
3181,-0.310,0.000
3182,-0.307,0.010
3183,-0.287,0.013
3184,-0.280,0.025
3185,-0.270,0.037
3186,-0.263,0.020
3187,-0.263,0.028
3188,-0.263,0.022
3189,-0.287,0.010
3190,-0.280,0.007
3191,-0.290,0.003
3192,-0.287,0.003
3193,-0.283,0.005
3194,-0.293,0.010
3195,-0.287,0.015
3196,-0.287,0.020
3197,-0.270,0.022
3198,-0.273,0.018
3199,-0.273,0.025
3200,-0.260,0.018
3201,-0.270,0.015
3202,-0.263,0.020
3203,-0.270,0.020
3204,-0.270,0.022
3205,-0.270,0.025
3206,-0.280,0.030
3207,-0.267,0.040
3208,-0.270,0.045
3209,-0.260,0.058
3210,-0.257,0.052
3211,-0.257,0.060
3212,-0.243,0.055
3213,-0.247,0.040
3214,-0.250,0.025
3215,-0.260,0.010
3216,-0.280,0.018
3217,-0.270,0.000
3218,-0.280,0.000
3219,-0.270,0.000
3220,-0.247,0.000
3221,-0.237,0.000
3222,-0.223,-0.010
3223,-0.213,-0.013
3224,-0.207,-0.022
3225,-0.203,-0.030
3226,-0.200,-0.022
3227,-0.213,-0.035
3228,-0.227,-0.035
3229,-0.247,-0.037
3230,-0.270,-0.043
3231,-0.280,-0.030
3232,-0.280,-0.020
3233,-0.260,-0.010
3234,-0.240,-0.003
3235,-0.233,0.000
3236,-0.213,0.013
3237,-0.213,0.018
3238,-0.220,0.020
3239,-0.217,0.013
3240,-0.243,0.005
3241,-0.267,0.010
3242,-0.293,0.005
3243,-0.307,0.005
3244,-0.313,0.007
3245,-0.320,0.007
3246,-0.317,0.013
3247,-0.320,0.010
3248,-0.323,0.005
3249,-0.337,0.000
3250,-0.347,-0.005
3251,-0.347,-0.005
3252,-0.357,-0.005
3253,-0.350,0.000
3254,-0.350,0.003
3255,-0.340,0.007
3256,-0.320,0.022
3257,-0.317,0.018
3258,-0.313,0.025
3259,-0.317,0.018
3260,-0.317,0.010
3261,-0.317,0.007
3262,-0.320,0.005
3263,-0.313,0.005
3264,-0.327,0.003
3265,-0.327,0.007
3266,-0.327,0.005
3267,-0.333,0.013
3268,-0.317,0.018
3269,-0.320,0.018
3270,-0.317,0.022
3271,-0.317,0.018
3272,-0.307,0.022
3273,-0.303,0.028
3274,-0.317,0.025
3275,-0.310,0.030
3276,-0.310,0.022
3277,-0.317,0.022
3278,-0.317,0.035
3279,-0.313,0.045
3280,-0.307,0.065
3281,-0.310,0.090
3282,-0.303,0.120
3283,-0.290,0.145
3284,-0.293,0.182
3285,-0.310,0.210
3286,-0.337,0.233
3287,-0.350,0.253
3288,-0.357,0.265
3289,-0.353,0.285
3290,-0.340,0.320
3291,-0.333,0.367
3292,-0.327,0.405
3293,-0.327,0.420
3294,-0.330,0.412
3295,-0.327,0.378
3296,-0.310,0.330
3297,-0.257,0.263
3298,-0.187,0.160
3299,-0.080,0.058
3300,0.040,-0.045
3301,0.170,-0.110
3302,0.307,-0.090
3303,0.420,-0.025
3304,0.510,0.060
3305,0.553,0.105
3306,0.537,0.100
3307,0.460,0.060
3308,0.287,-0.013
3309,0.000,-0.080
3310,-0.340,-0.125
3311,-0.650,-0.128
3312,-0.880,-0.117
3313,-0.993,-0.090
3314,-0.983,-0.055
3315,-0.893,-0.040
3316,-0.760,-0.022
3317,-0.643,-0.013
3318,-0.543,-0.010
3319,-0.470,-0.007
3320,-0.413,-0.005
3321,-0.373,-0.018
3322,-0.357,-0.018
3323,-0.337,-0.028
3324,-0.333,-0.018
3325,-0.320,-0.025
3326,-0.310,-0.007
3327,-0.293,-0.015
3328,-0.280,-0.005
3329,-0.250,0.000
3330,-0.233,0.000
3331,-0.233,0.000
3332,-0.217,-0.005
3333,-0.213,-0.015
3334,-0.217,-0.018
3335,-0.207,-0.022
3336,-0.210,-0.033
3337,-0.200,-0.035
3338,-0.190,-0.030
3339,-0.180,-0.020
3340,-0.160,-0.015
3341,-0.153,-0.005
3342,-0.133,-0.010
3343,-0.150,-0.010
3344,-0.133,-0.020
3345,-0.130,-0.033
3346,-0.130,-0.033
3347,-0.130,-0.043
3348,-0.137,-0.040
3349,-0.127,-0.030
3350,-0.127,-0.035
3351,-0.103,-0.030
3352,-0.100,-0.035
3353,-0.077,-0.022
3354,-0.053,-0.030
3355,-0.060,-0.022
3356,-0.047,-0.022
3357,-0.050,-0.035
3358,-0.060,-0.040
3359,-0.070,-0.052
3360,-0.060,-0.052
3361,-0.060,-0.052
3362,-0.050,-0.048
3363,-0.037,-0.040
3364,-0.027,-0.048
3365,-0.017,-0.040
3366,-0.017,-0.040
3367,-0.007,-0.043
3368,-0.010,-0.045
3369,-0.010,-0.062
3370,-0.007,-0.062
3371,0.003,-0.070
3372,-0.003,-0.080
3373,0.000,-0.070
3374,0.020,-0.062
3375,0.023,-0.052
3376,0.037,-0.062
3377,0.040,-0.058
3378,0.063,-0.055
3379,0.070,-0.055
3380,0.070,-0.065
3381,0.070,-0.065
3382,0.073,-0.062
3383,0.070,-0.075
3384,0.060,-0.077
3385,0.077,-0.070
3386,0.070,-0.077
3387,0.073,-0.070
3388,0.100,-0.062
3389,0.093,-0.062
3390,0.110,-0.058
3391,0.100,-0.055
3392,0.113,-0.045
3393,0.107,-0.058
3394,0.093,-0.068
3395,0.107,-0.070
3396,0.097,-0.077
3397,0.093,-0.075
3398,0.093,-0.072
3399,0.113,-0.062
3400,0.130,-0.060
3401,0.140,-0.062
3402,0.140,-0.055
3403,0.163,-0.052
3404,0.153,-0.058
3405,0.150,-0.070
3406,0.143,-0.068
3407,0.140,-0.070
3408,0.140,-0.077
3409,0.120,-0.062
3410,0.133,-0.050
3411,0.120,-0.055
3412,0.123,-0.040
3413,0.130,-0.033
3414,0.140,-0.025
3415,0.140,-0.013
3416,0.120,-0.018
3417,0.117,-0.018
3418,0.100,-0.022
3419,0.083,-0.025
3420,0.090,-0.020
3421,0.070,-0.018
3422,0.060,0.000
3423,0.067,0.005
3424,0.057,0.010
3425,0.053,0.018
3426,0.053,0.030
3427,0.047,0.030
3428,0.033,0.028
3429,0.027,0.028
3430,0.017,0.030
3431,0.007,0.028
3432,0.007,0.022
3433,-0.010,0.030
3434,-0.017,0.028
3435,-0.020,0.043
3436,-0.023,0.060
3437,-0.023,0.062
3438,-0.023,0.060
3439,-0.023,0.062
3440,-0.030,0.062
3441,-0.047,0.068
3442,-0.053,0.062
3443,-0.077,0.058
3444,-0.090,0.052
3445,-0.107,0.058
3446,-0.100,0.068
3447,-0.100,0.072
3448,-0.120,0.077
3449,-0.103,0.095
3450,-0.093,0.087
3451,-0.100,0.083
3452,-0.117,0.080
3453,-0.120,0.075
3454,-0.127,0.070
3455,-0.153,0.072
3456,-0.147,0.080
3457,-0.163,0.077
3458,-0.170,0.083
3459,-0.153,0.090
3460,-0.140,0.092
3461,-0.133,0.095
3462,-0.137,0.090
3463,-0.123,0.092
3464,-0.140,0.087
3465,-0.163,0.085
3466,-0.170,0.080
3467,-0.180,0.080
3468,-0.177,0.075
3469,-0.183,0.080
3470,-0.190,0.083
3471,-0.187,0.095
3472,-0.190,0.090
3473,-0.187,0.098
3474,-0.187,0.105
3475,-0.183,0.105
3476,-0.193,0.100
3477,-0.197,0.080
3478,-0.203,0.075
3479,-0.200,0.068
3480,-0.207,0.072
3481,-0.213,0.070
3482,-0.217,0.072
3483,-0.213,0.092
3484,-0.203,0.085
3485,-0.193,0.087
3486,-0.190,0.090
3487,-0.187,0.085
3488,-0.193,0.080
3489,-0.197,0.072
3490,-0.203,0.065
3491,-0.207,0.060
3492,-0.217,0.058
3493,-0.213,0.065
3494,-0.210,0.060
3495,-0.200,0.062
3496,-0.193,0.058
3497,-0.193,0.070
3498,-0.183,0.070
3499,-0.177,0.065
3500,-0.190,0.062
3501,-0.197,0.052
3502,-0.210,0.052
3503,-0.207,0.045
3504,-0.223,0.037
3505,-0.237,0.035
3506,-0.233,0.030
3507,-0.223,0.050
3508,-0.213,0.062
3509,-0.197,0.062
3510,-0.197,0.052
3511,-0.193,0.045
3512,-0.197,0.045
3513,-0.197,0.043
3514,-0.200,0.033
3515,-0.203,0.035
3516,-0.207,0.028
3517,-0.210,0.028
3518,-0.213,0.028
3519,-0.213,0.033
3520,-0.207,0.043
3521,-0.200,0.040
3522,-0.190,0.045
3523,-0.187,0.043
3524,-0.183,0.035
3525,-0.190,0.028
3526,-0.193,0.020
3527,-0.187,0.025
3528,-0.193,0.010
3529,-0.200,0.022
3530,-0.180,0.018
3531,-0.180,0.022
3532,-0.170,0.035
3533,-0.170,0.035
3534,-0.170,0.035
3535,-0.170,0.035
3536,-0.170,0.025
3537,-0.163,0.022
3538,-0.173,0.007
3539,-0.180,0.018
3540,-0.187,0.010
3541,-0.203,0.015
3542,-0.200,0.022
3543,-0.190,0.018
3544,-0.177,0.028
3545,-0.177,0.028
3546,-0.177,0.022
3547,-0.163,0.025
3548,-0.180,0.020
3549,-0.187,0.013
3550,-0.190,0.005
3551,-0.187,0.003
3552,-0.197,0.000
3553,-0.197,0.005
3554,-0.210,0.010
3555,-0.193,0.010
3556,-0.170,0.028
3557,-0.170,0.030
3558,-0.163,0.030
3559,-0.157,0.037
3560,-0.157,0.025
3561,-0.157,0.015
3562,-0.163,0.015
3563,-0.170,0.000
3564,-0.170,0.003
3565,-0.170,0.010
3566,-0.187,0.010
3567,-0.167,0.018
3568,-0.173,0.033
3569,-0.153,0.028
3570,-0.170,0.020
3571,-0.160,0.022
3572,-0.157,0.010
3573,-0.163,0.005
3574,-0.163,0.005
3575,-0.160,0.000
3576,-0.170,0.000
3577,-0.167,0.007
3578,-0.167,0.013
3579,-0.163,0.028
3580,-0.153,0.018
3581,-0.147,0.035
3582,-0.133,0.025
3583,-0.143,0.022
3584,-0.147,0.022
3585,-0.147,0.018
3586,-0.153,0.013
3587,-0.153,0.003
3588,-0.173,0.003
3589,-0.170,0.000
3590,-0.177,0.005
3591,-0.163,0.018
3592,-0.170,0.018
3593,-0.153,0.037
3594,-0.153,0.025
3595,-0.153,0.037
3596,-0.140,0.030
3597,-0.147,0.018
3598,-0.153,0.015
3599,-0.147,0.010
3600,-0.153,0.007
3601,-0.143,0.022
3602,-0.157,0.028
3603,-0.140,0.040
3604,-0.147,0.045
3605,-0.130,0.058
3606,-0.120,0.060
3607,-0.117,0.058
3608,-0.107,0.052
3609,-0.107,0.052
3610,-0.117,0.052
3611,-0.110,0.058
3612,-0.107,0.043
3613,-0.107,0.035
3614,-0.130,0.025
3615,-0.107,0.037
3616,-0.100,0.028
3617,-0.107,0.028
3618,-0.090,0.033
3619,-0.080,0.015
3620,-0.067,0.000
3621,-0.057,-0.013
3622,-0.067,-0.028
3623,-0.060,-0.037
3624,-0.077,-0.045
3625,-0.080,-0.045
3626,-0.087,-0.040
3627,-0.097,-0.040
3628,-0.103,-0.035
3629,-0.120,-0.035
3630,-0.110,-0.028
3631,-0.110,-0.025
3632,-0.107,-0.015
3633,-0.090,-0.013
3634,-0.073,-0.018
3635,-0.060,-0.005
3636,-0.063,-0.013
3637,-0.087,0.005
3638,-0.093,0.018
3639,-0.103,0.022
3640,-0.113,0.030
3641,-0.130,0.035
3642,-0.147,0.028
3643,-0.163,0.018
3644,-0.167,0.015
3645,-0.167,0.000
3646,-0.187,0.000
3647,-0.187,-0.005
3648,-0.190,-0.007
3649,-0.193,-0.007
3650,-0.193,0.000
3651,-0.193,0.003
3652,-0.177,0.018
3653,-0.183,0.018
3654,-0.177,0.018
3655,-0.177,0.018
3656,-0.173,0.013
3657,-0.187,0.000
3658,-0.173,0.000
3659,-0.187,-0.003
3660,-0.177,-0.003
3661,-0.180,0.005
3662,-0.163,0.007
3663,-0.170,0.010
3664,-0.150,0.025
3665,-0.150,0.018
3666,-0.143,0.028
3667,-0.147,0.028
3668,-0.147,0.028
3669,-0.140,0.022
3670,-0.153,0.028
3671,-0.160,0.020
3672,-0.153,0.022
3673,-0.157,0.028
3674,-0.160,0.022
3675,-0.157,0.028
3676,-0.150,0.040
3677,-0.157,0.062
3678,-0.147,0.072
3679,-0.150,0.095
3680,-0.143,0.122
3681,-0.163,0.150
3682,-0.170,0.200
3683,-0.190,0.228
3684,-0.210,0.255
3685,-0.230,0.275
3686,-0.230,0.310
3687,-0.223,0.355
3688,-0.223,0.395
3689,-0.210,0.412
3690,-0.220,0.385
3691,-0.217,0.297
3692,-0.187,0.138
3693,-0.140,-0.045
3694,-0.037,-0.200
3695,0.087,-0.297
3696,0.263,-0.273
3697,0.420,-0.180
3698,0.527,-0.058
3699,0.597,0.028
3700,0.587,0.060
3701,0.487,0.045
3702,0.287,-0.013
3703,0.003,-0.060
3704,-0.300,-0.095
3705,-0.583,-0.105
3706,-0.780,-0.098
3707,-0.877,-0.077
3708,-0.893,-0.062
3709,-0.830,-0.050
3710,-0.750,-0.035
3711,-0.667,-0.020
3712,-0.597,-0.010
3713,-0.540,0.000
3714,-0.480,-0.003
3715,-0.450,0.000
3716,-0.387,0.000
3717,-0.353,-0.005
3718,-0.307,-0.003
3719,-0.273,-0.010
3720,-0.247,-0.015
3721,-0.220,-0.013
3722,-0.210,-0.010
3723,-0.183,-0.003
3724,-0.177,-0.005
3725,-0.160,0.005
3726,-0.150,-0.005
3727,-0.130,0.000
3728,-0.123,-0.010
3729,-0.120,-0.022
3730,-0.103,-0.018
3731,-0.090,-0.022
3732,-0.087,-0.028
3733,-0.077,-0.025
3734,-0.080,-0.028
3735,-0.067,-0.013
3736,-0.050,-0.010
3737,-0.040,0.000
3738,-0.030,0.000
3739,-0.023,-0.003
3740,-0.023,-0.013
3741,-0.020,-0.018
3742,-0.023,-0.022
3743,-0.023,-0.028
3744,-0.023,-0.035
3745,-0.027,-0.028
3746,-0.023,-0.035
3747,-0.020,-0.022
3748,0.007,-0.020
3749,0.007,-0.015
3750,0.013,-0.018
3751,0.027,-0.018
3752,0.027,-0.030
3753,0.030,-0.037
3754,0.013,-0.040
3755,0.030,-0.040
3756,0.027,-0.045
3757,0.020,-0.035
3758,0.037,-0.045
3759,0.027,-0.037
3760,0.047,-0.037
3761,0.060,-0.040
3762,0.070,-0.040
3763,0.087,-0.040
3764,0.077,-0.058
3765,0.077,-0.062
3766,0.087,-0.062
3767,0.087,-0.072
3768,0.080,-0.085
3769,0.087,-0.070
3770,0.100,-0.075
3771,0.103,-0.070
3772,0.107,-0.062
3773,0.130,-0.060
3774,0.130,-0.062
3775,0.147,-0.070
3776,0.147,-0.075
3777,0.143,-0.080
3778,0.130,-0.083
3779,0.143,-0.087
3780,0.143,-0.092
3781,0.140,-0.098
3782,0.153,-0.087
3783,0.160,-0.092
3784,0.177,-0.075
3785,0.190,-0.075
3786,0.173,-0.077
3787,0.193,-0.070
3788,0.197,-0.075
3789,0.183,-0.083
3790,0.183,-0.087
3791,0.187,-0.095
3792,0.190,-0.098
3793,0.180,-0.092
3794,0.187,-0.085
