'sample interval','MLII','V1'
3300,-4.410,-6.715
3301,-4.870,-6.665
3302,-5.405,-6.605
3303,-5.835,-6.530
3304,-6.110,-6.455
3305,-6.190,-6.360
3306,-6.095,-6.265
3307,-5.975,-6.170
3308,-5.840,-6.085
3309,-5.785,-5.980
3310,-5.790,-5.900
3311,-5.830,-5.820
3312,-5.890,-5.765
3313,-5.945,-5.725
3314,-5.990,-5.700
3315,-6.010,-5.670
3316,-6.025,-5.675
3317,-6.035,-5.690
3318,-6.040,-5.675
3319,-6.020,-5.675
3320,-6.035,-5.655
3321,-6.040,-5.655
3322,-6.030,-5.645
3323,-6.015,-5.625
3324,-6.015,-5.610
3325,-6.020,-5.625
3326,-6.035,-5.630
3327,-6.040,-5.600
3328,-6.055,-5.625
3329,-6.060,-5.630
3330,-6.055,-5.625
3331,-6.060,-5.630
3332,-6.070,-5.625
3333,-6.070,-5.605
3334,-6.050,-5.610
3335,-6.050,-5.600
3336,-6.025,-5.595
3337,-6.020,-5.580
3338,-6.025,-5.595
3339,-6.045,-5.600
3340,-6.040,-5.610
3341,-6.050,-5.620
3342,-6.065,-5.610
3343,-6.060,-5.625
3344,-6.060,-5.630
3345,-6.055,-5.625
3346,-6.035,-5.600
3347,-6.030,-5.595
3348,-6.030,-5.595
3349,-6.010,-5.595
3350,-6.015,-5.595
3351,-6.020,-5.605
3352,-6.040,-5.595
3353,-6.035,-5.610
3354,-6.045,-5.615
3355,-6.040,-5.615
3356,-6.050,-5.605
3357,-6.060,-5.615
3358,-6.020,-5.585
3359,-6.000,-5.585
3360,-5.985,-5.575
3361,-5.980,-5.585
3362,-5.975,-5.570
3363,-5.975,-5.585
3364,-5.975,-5.605
3365,-5.970,-5.600
3366,-5.980,-5.630
3367,-5.965,-5.615
3368,-5.985,-5.620
3369,-5.960,-5.610
3370,-5.935,-5.610
3371,-5.940,-5.580
3372,-5.920,-5.600
3373,-5.895,-5.575
3374,-5.895,-5.590
3375,-5.875,-5.575
3376,-5.885,-5.590
3377,-5.855,-5.595
3378,-5.860,-5.590
3379,-5.850,-5.595
3380,-5.830,-5.595
3381,-5.825,-5.585
3382,-5.790,-5.570
3383,-5.785,-5.565
3384,-5.740,-5.550
3385,-5.715,-5.555
3386,-5.685,-5.560
3387,-5.680,-5.580
3388,-5.660,-5.575
3389,-5.655,-5.585
3390,-5.655,-5.605
3391,-5.635,-5.610
3392,-5.620,-5.585
3393,-5.595,-5.575
3394,-5.565,-5.565
3395,-5.530,-5.550
3396,-5.500,-5.535
3397,-5.480,-5.545
3398,-5.470,-5.530
3399,-5.450,-5.535
3400,-5.465,-5.550
3401,-5.455,-5.570
3402,-5.440,-5.580
3403,-5.450,-5.590
3404,-5.440,-5.595
3405,-5.445,-5.590
3406,-5.415,-5.600
3407,-5.430,-5.580
3408,-5.420,-5.570
3409,-5.430,-5.590
3410,-5.445,-5.585
3411,-5.465,-5.600
3412,-5.510,-5.615
3413,-5.525,-5.625
3414,-5.555,-5.615
3415,-5.575,-5.625
3416,-5.620,-5.610
3417,-5.635,-5.620
3418,-5.655,-5.595
3419,-5.685,-5.585
3420,-5.715,-5.585
3421,-5.730,-5.570
3422,-5.755,-5.580
3423,-5.790,-5.580
3424,-5.825,-5.610
3425,-5.845,-5.610
3426,-5.870,-5.620
3427,-5.895,-5.630
3428,-5.905,-5.635
3429,-5.915,-5.635
3430,-5.920,-5.605
3431,-5.930,-5.605
3432,-5.920,-5.595
3433,-5.940,-5.615
3434,-5.965,-5.625
3435,-5.960,-5.635
3436,-5.980,-5.635
3437,-6.005,-5.655
3438,-5.990,-5.650
3439,-5.985,-5.655
3440,-6.005,-5.645
3441,-6.000,-5.635
3442,-5.995,-5.625
3443,-5.975,-5.615
3444,-5.980,-5.600
3445,-5.970,-5.610
3446,-5.990,-5.615
3447,-5.980,-5.615
3448,-5.975,-5.635
3449,-5.985,-5.655
3450,-5.985,-5.635
3451,-6.030,-5.640
3452,-6.025,-5.650
3453,-6.015,-5.630
3454,-6.005,-5.630
3455,-5.970,-5.620
3456,-5.975,-5.625
3457,-5.960,-5.635
3458,-5.965,-5.615
3459,-5.950,-5.645
3460,-5.980,-5.630
3461,-5.980,-5.640
3462,-5.995,-5.655
3463,-5.990,-5.640
3464,-6.010,-5.675
3465,-5.995,-5.650
3466,-5.970,-5.630
3467,-5.970,-5.610
3468,-5.955,-5.610
3469,-5.950,-5.630
3470,-5.955,-5.620
3471,-5.960,-5.620
3472,-5.955,-5.645
3473,-5.965,-5.655
3474,-5.980,-5.665
3475,-5.980,-5.670
3476,-6.005,-5.670
3477,-5.985,-5.655
3478,-5.970,-5.650
3479,-5.965,-5.640
3480,-5.965,-5.650
3481,-5.950,-5.650
3482,-5.950,-5.635
3483,-5.960,-5.635
3484,-5.965,-5.665
3485,-5.975,-5.655
3486,-5.985,-5.670
3487,-5.985,-5.670
3488,-5.995,-5.660
3489,-5.990,-5.650
3490,-5.980,-5.660
3491,-5.960,-5.650
3492,-5.960,-5.635
3493,-5.960,-5.635
3494,-5.960,-5.645
3495,-5.980,-5.660
3496,-6.000,-5.655
3497,-6.015,-5.670
3498,-6.015,-5.685
3499,-6.010,-5.690
3500,-6.015,-5.695
3501,-6.020,-5.690
3502,-6.010,-5.675
3503,-5.995,-5.660
3504,-5.985,-5.670
3505,-5.985,-5.650
3506,-5.990,-5.660
3507,-6.015,-5.655
3508,-6.010,-5.675
3509,-6.025,-5.690
3510,-6.025,-5.690
3511,-6.030,-5.670
3512,-6.035,-5.670
3513,-6.025,-5.675
3514,-6.010,-5.665
3515,-6.005,-5.660
3516,-5.995,-5.635
3517,-5.995,-5.630
3518,-5.995,-5.650
3519,-6.025,-5.670
3520,-6.005,-5.675
3521,-6.015,-5.685
3522,-6.030,-5.685
3523,-6.025,-5.690
3524,-6.030,-5.700
3525,-6.030,-5.700
3526,-6.000,-5.675
3527,-5.995,-5.665
3528,-6.000,-5.665
3529,-6.010,-5.640
3530,-6.010,-5.655
3531,-6.030,-5.655
3532,-6.030,-5.665
3533,-6.040,-5.670
3534,-6.025,-5.685
3535,-6.040,-5.680
3536,-6.035,-5.700
3537,-6.035,-5.675
3538,-6.025,-5.670
3539,-6.010,-5.660
3540,-5.995,-5.655
3541,-5.975,-5.645
3542,-5.965,-5.645
3543,-5.955,-5.645
3544,-5.945,-5.640
3545,-5.940,-5.635
3546,-5.935,-5.630
3547,-5.920,-5.640
3548,-5.915,-5.625
3549,-5.890,-5.595
3550,-5.875,-5.585
3551,-5.845,-5.560
3552,-5.835,-5.550
3553,-5.785,-5.530
3554,-5.750,-5.530
3555,-5.705,-5.545
3556,-5.705,-5.565
3557,-5.680,-5.590
3558,-5.690,-5.615
3559,-5.705,-5.650
3560,-5.710,-5.665
3561,-5.710,-5.680
3562,-5.700,-5.670
3563,-5.685,-5.685
3564,-5.695,-5.685
3565,-5.710,-5.670
3566,-5.750,-5.705
3567,-5.815,-5.720
3568,-5.875,-5.710
3569,-5.935,-5.720
3570,-5.995,-5.705
3571,-6.025,-5.705
3572,-6.060,-5.710
3573,-6.070,-5.715
3574,-6.055,-5.695
3575,-6.040,-5.675
3576,-6.050,-5.680
3577,-6.030,-5.685
3578,-6.040,-5.700
3579,-6.050,-5.705
3580,-6.050,-5.715
3581,-6.080,-5.725
3582,-6.075,-5.740
3583,-6.095,-5.750
3584,-6.100,-5.735
3585,-6.080,-5.725
3586,-6.070,-5.715
3587,-6.065,-5.700
3588,-6.065,-5.710
3589,-6.055,-5.705
3590,-6.055,-5.720
3591,-6.060,-5.725
3592,-6.080,-5.705
3593,-6.090,-5.740
3594,-6.080,-5.735
3595,-6.090,-5.720
3596,-6.090,-5.745
3597,-6.105,-5.730
3598,-6.095,-5.700
3599,-6.090,-5.715
3600,-6.100,-5.695
3601,-6.125,-5.690
3602,-6.130,-5.650
3603,-6.120,-5.610
3604,-6.055,-5.585
3605,-5.960,-5.515
3606,-5.805,-5.505
3607,-5.595,-5.520
3608,-5.290,-5.575
3609,-4.925,-5.695
3610,-4.545,-5.850
3611,-4.225,-6.050
3612,-3.985,-6.265
3613,-3.855,-6.465
3614,-3.835,-6.610
3615,-3.920,-6.685
3616,-4.135,-6.700
3617,-4.450,-6.650
3618,-4.885,-6.650
3619,-5.430,-6.590
3620,-5.880,-6.510
3621,-6.180,-6.415
3622,-6.260,-6.325
3623,-6.175,-6.240
3624,-6.035,-6.140
3625,-5.895,-6.045
3626,-5.820,-5.990
3627,-5.825,-5.920
3628,-5.890,-5.880
3629,-5.955,-5.830
3630,-6.025,-5.800
3631,-6.060,-5.770
3632,-6.105,-5.740
3633,-6.105,-5.725
3634,-6.085,-5.710
3635,-6.070,-5.715
3636,-6.070,-5.675
3637,-6.060,-5.675
3638,-6.075,-5.670
3639,-6.085,-5.655
3640,-6.090,-5.655
3641,-6.095,-5.655
3642,-6.110,-5.660
3643,-6.130,-5.675
3644,-6.125,-5.665
3645,-6.135,-5.670
3646,-6.110,-5.660
3647,-6.100,-5.645
3648,-6.095,-5.640
3649,-6.080,-5.630
3650,-6.095,-5.625
3651,-6.100,-5.645
3652,-6.100,-5.635
3653,-6.115,-5.660
3654,-6.125,-5.670
3655,-6.130,-5.670
3656,-6.135,-5.655
3657,-6.150,-5.660
3658,-6.125,-5.660
3659,-6.115,-5.640
3660,-6.100,-5.620
3661,-6.095,-5.600
3662,-6.110,-5.615
3663,-6.110,-5.600
3664,-6.110,-5.615
3665,-6.110,-5.630
3666,-6.120,-5.645
3667,-6.115,-5.635
3668,-6.120,-5.630
3669,-6.130,-5.620
3670,-6.115,-5.630
3671,-6.105,-5.615
3672,-6.085,-5.605
3673,-6.090,-5.605
3674,-6.105,-5.595
3675,-6.095,-5.605
3676,-6.090,-5.625
3677,-6.095,-5.625
3678,-6.095,-5.635
3679,-6.090,-5.630
3680,-6.090,-5.630
3681,-6.090,-5.625
3682,-6.080,-5.605
3683,-6.040,-5.605
3684,-6.015,-5.595
3685,-6.000,-5.595
3686,-5.990,-5.595
3687,-5.985,-5.590
3688,-5.985,-5.600
3689,-6.000,-5.610
3690,-6.000,-5.615
3691,-5.985,-5.625
3692,-5.985,-5.620
3693,-5.980,-5.600
3694,-5.950,-5.600
3695,-5.930,-5.575
3696,-5.915,-5.590
3697,-5.875,-5.580
3698,-5.880,-5.575
3699,-5.870,-5.595
3700,-5.860,-5.625
3701,-5.835,-5.620
3702,-5.825,-5.620
3703,-5.800,-5.625
3704,-5.780,-5.625
3705,-5.755,-5.615
3706,-5.730,-5.615
3707,-5.685,-5.590
3708,-5.670,-5.570
3709,-5.650,-5.585
3710,-5.645,-5.590
3711,-5.630,-5.605
3712,-5.605,-5.615
3713,-5.595,-5.635
3714,-5.595,-5.645
3715,-5.580,-5.650
3716,-5.575,-5.645
3717,-5.550,-5.650
3718,-5.530,-5.640
3719,-5.515,-5.640
3720,-5.510,-5.645
3721,-5.480,-5.620
3722,-5.490,-5.640
3723,-5.495,-5.650
3724,-5.500,-5.645
3725,-5.530,-5.650
3726,-5.545,-5.660
3727,-5.580,-5.650
3728,-5.590,-5.655
3729,-5.610,-5.645
3730,-5.615,-5.620
3731,-5.655,-5.615
3732,-5.675,-5.590
3733,-5.690,-5.595
3734,-5.720,-5.605
3735,-5.755,-5.585
3736,-5.800,-5.605
3737,-5.830,-5.605
3738,-5.865,-5.615
3739,-5.900,-5.625
3740,-5.915,-5.610
3741,-5.940,-5.625
3742,-5.955,-5.615
3743,-5.960,-5.605
3744,-5.965,-5.595
3745,-5.990,-5.590
3746,-5.990,-5.605
3747,-6.025,-5.600
3748,-6.040,-5.600
3749,-6.065,-5.620
3750,-6.070,-5.640
3751,-6.075,-5.625
3752,-6.080,-5.615
3753,-6.095,-5.620
3754,-6.090,-5.630
3755,-6.080,-5.610
3756,-6.070,-5.585
3757,-6.075,-5.590
3758,-6.075,-5.595
3759,-6.075,-5.605
3760,-6.085,-5.615
3761,-6.090,-5.625
3762,-6.115,-5.640
3763,-6.125,-5.645
3764,-6.120,-5.640
3765,-6.105,-5.630
3766,-6.120,-5.615
3767,-6.100,-5.615
3768,-6.085,-5.610
3769,-6.075,-5.590
3770,-6.090,-5.595
3771,-6.090,-5.590
3772,-6.080,-5.605
3773,-6.100,-5.615
3774,-6.095,-5.625
3775,-6.100,-5.635
3776,-6.100,-5.620
3777,-6.105,-5.625
3778,-6.085,-5.610
3779,-6.060,-5.610
3780,-6.050,-5.595
3781,-6.035,-5.595
3782,-6.050,-5.605
3783,-6.035,-5.605
3784,-6.050,-5.625
3785,-6.060,-5.630
3786,-6.070,-5.655
3787,-6.065,-5.645
3788,-6.060,-5.640
3789,-6.065,-5.640
3790,-6.060,-5.630
3791,-6.055,-5.615
3792,-6.055,-5.600
3793,-6.030,-5.575
3794,-6.045,-5.595
3795,-6.040,-5.585
3796,-6.055,-5.595
3797,-6.050,-5.610
3798,-6.065,-5.620
3799,-6.060,-5.640
3800,-6.080,-5.630
3801,-6.070,-5.635
3802,-6.070,-5.625
3803,-6.050,-5.600
3804,-6.060,-5.600
3805,-6.055,-5.595
3806,-6.040,-5.605
3807,-6.055,-5.610
3808,-6.065,-5.625
3809,-6.075,-5.635
3810,-6.070,-5.640
3811,-6.085,-5.640
3812,-6.085,-5.640
3813,-6.090,-5.625
3814,-6.080,-5.610
3815,-6.095,-5.620
3816,-6.085,-5.575
3817,-6.080,-5.580
3818,-6.070,-5.600
3819,-6.080,-5.595
3820,-6.090,-5.615
3821,-6.095,-5.625
3822,-6.110,-5.635
3823,-6.115,-5.640
3824,-6.110,-5.635
3825,-6.110,-5.620
3826,-6.100,-5.625
3827,-6.095,-5.610
3828,-6.095,-5.605
3829,-6.075,-5.610
3830,-6.095,-5.610
3831,-6.100,-5.610
3832,-6.105,-5.620
3833,-6.115,-5.630
3834,-6.110,-5.640
3835,-6.105,-5.650
3836,-6.120,-5.630
3837,-6.115,-5.625
3838,-6.110,-5.610
3839,-6.110,-5.595
3840,-6.110,-5.595
3841,-6.110,-5.595
3842,-6.105,-5.600
3843,-6.105,-5.600
3844,-6.115,-5.620
3845,-6.130,-5.635
3846,-6.130,-5.635
3847,-6.125,-5.635
3848,-6.110,-5.635
3849,-6.110,-5.635
3850,-6.090,-5.615
3851,-6.055,-5.590
3852,-6.030,-5.580
3853,-6.005,-5.560
3854,-5.980,-5.535
3855,-5.970,-5.565
3856,-5.970,-5.550
3857,-5.960,-5.555
3858,-5.950,-5.555
3859,-5.930,-5.560
3860,-5.920,-5.550
3861,-5.870,-5.545
3862,-5.830,-5.535
3863,-5.790,-5.530
3864,-5.770,-5.535
3865,-5.760,-5.545
3866,-5.760,-5.580
3867,-5.785,-5.615
3868,-5.800,-5.635
3869,-5.810,-5.655
3870,-5.805,-5.660
3871,-5.830,-5.670
3872,-5.850,-5.675
3873,-5.895,-5.660
3874,-5.935,-5.645
3875,-5.985,-5.640
3876,-6.025,-5.640
3877,-6.055,-5.610
3878,-6.085,-5.600
3879,-6.115,-5.600
3880,-6.125,-5.625
3881,-6.145,-5.640
3882,-6.155,-5.655
3883,-6.165,-5.665
3884,-6.160,-5.665
3885,-6.145,-5.665
3886,-6.155,-5.660
3887,-6.155,-5.650
3888,-6.155,-5.625
3889,-6.140,-5.630
3890,-6.140,-5.630
3891,-6.155,-5.645
3892,-6.170,-5.670
3893,-6.170,-5.685
3894,-6.175,-5.700
3895,-6.195,-5.700
3896,-6.185,-5.700
3897,-6.180,-5.685
3898,-6.180,-5.665
3899,-6.185,-5.655
3900,-6.155,-5.645
3901,-6.165,-5.630
3902,-6.145,-5.635
3903,-6.160,-5.620
3904,-6.165,-5.640
3905,-6.175,-5.650
3906,-6.175,-5.665
3907,-6.175,-5.680
3908,-6.175,-5.660
3909,-6.180,-5.670
3910,-6.190,-5.650
3911,-6.195,-5.630
3912,-6.205,-5.595
3913,-6.180,-5.565
3914,-6.145,-5.505
3915,-6.060,-5.460
3916,-5.900,-5.430
3917,-5.695,-5.450
3918,-5.410,-5.520
3919,-5.070,-5.650
3920,-4.710,-5.790
3921,-4.380,-5.975
3922,-4.125,-6.170
3923,-3.975,-6.375
3924,-3.930,-6.515
3925,-3.990,-6.625
3926,-4.165,-6.655
3927,-4.490,-6.635
3928,-4.930,-6.605
3929,-5.460,-6.540
3930,-5.925,-6.490
3931,-6.230,-6.420
3932,-6.320,-6.320
3933,-6.245,-6.225
3934,-6.105,-6.120
3935,-5.950,-6.045
3936,-5.875,-5.965
3937,-5.870,-5.895
3938,-5.925,-5.850
3939,-6.000,-5.805
3940,-6.050,-5.755
3941,-6.105,-5.725
3942,-6.130,-5.715
3943,-6.150,-5.695
3944,-6.140,-5.695
3945,-6.140,-5.675
3946,-6.130,-5.640
3947,-6.125,-5.620
3948,-6.115,-5.595
3949,-6.120,-5.595
3950,-6.120,-5.585
3951,-6.135,-5.590
3952,-6.145,-5.605
3953,-6.160,-5.605
3954,-6.155,-5.620
3955,-6.160,-5.605
3956,-6.150,-5.610
3957,-6.160,-5.600
3958,-6.140,-5.590
3959,-6.140,-5.580
3960,-6.140,-5.570
3961,-6.135,-5.565
3962,-6.130,-5.575
3963,-6.145,-5.580
3964,-6.135,-5.580
3965,-6.155,-5.610
3966,-6.165,-5.610
3967,-6.160,-5.605
3968,-6.175,-5.600
3969,-6.165,-5.600
3970,-6.145,-5.580
3971,-6.145,-5.580
3972,-6.125,-5.565
3973,-6.115,-5.545
3974,-6.105,-5.560
3975,-6.110,-5.560
3976,-6.120,-5.570
3977,-6.130,-5.570
3978,-6.145,-5.590
3979,-6.150,-5.610
3980,-6.150,-5.610
3981,-6.145,-5.590
3982,-6.130,-5.580
3983,-6.100,-5.575
3984,-6.100,-5.560
3985,-6.105,-5.550
3986,-6.090,-5.555
3987,-6.105,-5.565
3988,-6.095,-5.575
3989,-6.100,-5.590
3990,-6.100,-5.595
3991,-6.090,-5.585
3992,-6.090,-5.590
3993,-6.085,-5.570
3994,-6.090,-5.555
3995,-6.065,-5.555
3996,-6.045,-5.545
3997,-6.040,-5.540
3998,-6.035,-5.550
3999,-6.030,-5.540
4000,-6.025,-5.560
4001,-6.040,-5.555
4002,-6.025,-5.560
4003,-6.015,-5.575
4004,-6.000,-5.570
4005,-5.985,-5.565
4006,-5.965,-5.555
4007,-5.950,-5.555
4008,-5.930,-5.540
4009,-5.895,-5.540
4010,-5.885,-5.535
4011,-5.875,-5.530
4012,-5.875,-5.545
4013,-5.865,-5.540
4014,-5.850,-5.575
4015,-5.825,-5.565
4016,-5.820,-5.555
4017,-5.785,-5.530
4018,-5.770,-5.535
4019,-5.740,-5.530
4020,-5.715,-5.525
4021,-5.675,-5.500
4022,-5.655,-5.515
4023,-5.630,-5.530
4024,-5.640,-5.550
4025,-5.605,-5.545
4026,-5.615,-5.560
4027,-5.605,-5.570
4028,-5.585,-5.575
4029,-5.560,-5.555
4030,-5.545,-5.565
4031,-5.520,-5.560
4032,-5.495,-5.550
4033,-5.480,-5.555
4034,-5.460,-5.565
4035,-5.450,-5.565
4036,-5.465,-5.570
4037,-5.465,-5.600
4038,-5.470,-5.605
4039,-5.480,-5.590
4040,-5.480,-5.600
4041,-5.490,-5.590
4042,-5.505,-5.575
4043,-5.520,-5.570
4044,-5.515,-5.565
4045,-5.530,-5.545
4046,-5.570,-5.560
4047,-5.595,-5.560
4048,-5.630,-5.560
4049,-5.655,-5.595
4050,-5.705,-5.580
4051,-5.735,-5.590
4052,-5.765,-5.585
4053,-5.790,-5.575
4054,-5.815,-5.560
4055,-5.835,-5.585
4056,-5.850,-5.570
4057,-5.865,-5.565
4058,-5.890,-5.570
4059,-5.900,-5.580
4060,-5.910,-5.575
4061,-5.945,-5.590
4062,-5.975,-5.610
4063,-6.000,-5.615
4064,-6.015,-5.620
4065,-6.025,-5.590
4066,-6.005,-5.595
4067,-6.005,-5.585
4068,-6.010,-5.590
4069,-6.015,-5.590
4070,-6.025,-5.605
4071,-6.020,-5.590
4072,-6.040,-5.610
4073,-6.045,-5.610
4074,-6.055,-5.630
4075,-6.060,-5.620
4076,-6.055,-5.630
4077,-6.055,-5.630
4078,-6.060,-5.605
4079,-6.070,-5.625
4080,-6.070,-5.620
4081,-6.045,-5.600
4082,-6.050,-5.610
4083,-6.050,-5.620
4084,-6.050,-5.620
4085,-6.055,-5.615
4086,-6.070,-5.620
4087,-6.070,-5.620
4088,-6.060,-5.615
4089,-6.055,-5.620
4090,-6.035,-5.610
4091,-6.030,-5.615
4092,-6.025,-5.590
4093,-6.010,-5.595
4094,-6.005,-5.595
4095,-6.010,-5.605
4096,-6.005,-5.610
4097,-6.020,-5.625
4098,-6.015,-5.630
4099,-6.020,-5.615
4100,-6.025,-5.630
4101,-6.005,-5.625
4102,-6.010,-5.620
4103,-6.000,-5.615
4104,-5.985,-5.610
4105,-5.985,-5.600
4106,-5.985,-5.615
4107,-5.975,-5.615
4108,-5.980,-5.625
4109,-5.985,-5.615
4110,-6.000,-5.620
4111,-6.010,-5.620
4112,-6.005,-5.625
4113,-6.005,-5.625
4114,-6.010,-5.600
4115,-5.980,-5.610
4116,-5.985,-5.600
4117,-5.960,-5.605
4118,-5.960,-5.605
4119,-5.970,-5.615
4120,-5.965,-5.630
4121,-5.980,-5.630
4122,-5.985,-5.650
4123,-6.000,-5.650
4124,-6.005,-5.655
4125,-5.995,-5.640
4126,-6.000,-5.650
4127,-5.995,-5.635
4128,-6.000,-5.630
4129,-5.990,-5.610
4130,-5.980,-5.640
4131,-6.010,-5.630
4132,-6.010,-5.625
4133,-6.015,-5.650
4134,-6.015,-5.640
4135,-6.010,-5.645
4136,-6.025,-5.630
4137,-6.025,-5.645
4138,-6.010,-5.635
4139,-6.010,-5.620
4140,-6.020,-5.620
4141,-6.000,-5.615
4142,-6.010,-5.620
4143,-6.015,-5.620
4144,-6.015,-5.630
4145,-6.015,-5.645
4146,-6.010,-5.640
4147,-6.025,-5.660
4148,-6.040,-5.660
4149,-6.045,-5.660
4150,-6.035,-5.655
4151,-6.020,-5.640
4152,-6.015,-5.625
4153,-6.005,-5.615
4154,-6.005,-5.625
4155,-6.020,-5.625
4156,-6.020,-5.620
4157,-6.040,-5.630
4158,-6.020,-5.645
4159,-6.035,-5.655
4160,-6.060,-5.650
4161,-6.035,-5.655
4162,-6.040,-5.645
4163,-6.025,-5.650
4164,-6.020,-5.625
4165,-6.005,-5.635
4166,-6.010,-5.615
4167,-6.020,-5.645
4168,-6.030,-5.650
4169,-6.020,-5.660
4170,-6.040,-5.660
4171,-6.045,-5.665
4172,-6.045,-5.685
4173,-6.035,-5.670
4174,-6.045,-5.665
4175,-6.025,-5.645
4176,-6.015,-5.615
4177,-6.010,-5.630
4178,-6.005,-5.625
4179,-6.005,-5.625
4180,-6.015,-5.620
4181,-6.015,-5.640
4182,-6.035,-5.625
4183,-6.020,-5.640
4184,-6.010,-5.655
4185,-5.995,-5.630
4186,-5.955,-5.605
4187,-5.930,-5.595
4188,-5.910,-5.580
4189,-5.895,-5.555
4190,-5.885,-5.565
4191,-5.880,-5.555
4192,-5.865,-5.575
4193,-5.855,-5.570
4194,-5.850,-5.585
4195,-5.830,-5.575
4196,-5.800,-5.570
4197,-5.755,-5.550
4198,-5.715,-5.530
4199,-5.685,-5.545
4200,-5.660,-5.565
4201,-5.670,-5.570
4202,-5.665,-5.595
4203,-5.695,-5.630
4204,-5.705,-5.655
4205,-5.715,-5.660
4206,-5.710,-5.675
4207,-5.735,-5.675
4208,-5.755,-5.700
4209,-5.775,-5.680
4210,-5.820,-5.685
4211,-5.870,-5.675
4212,-5.915,-5.675
4213,-5.960,-5.655
4214,-6.010,-5.650
4215,-6.030,-5.680
4216,-6.070,-5.690
4217,-6.075,-5.685
4218,-6.070,-5.715
4219,-6.080,-5.700
4220,-6.085,-5.715
4221,-6.075,-5.690
4222,-6.065,-5.705
4223,-6.065,-5.685
4224,-6.070,-5.660
4225,-6.060,-5.670
4226,-6.055,-5.675
4227,-6.060,-5.690
4228,-6.075,-5.680
4229,-6.090,-5.705
4230,-6.095,-5.705
4231,-6.095,-5.700
4232,-6.095,-5.720
4233,-6.090,-5.725
4234,-6.080,-5.695
4235,-6.080,-5.700
4236,-6.080,-5.680
4237,-6.080,-5.680
4238,-6.060,-5.685
4239,-6.065,-5.700
4240,-6.050,-5.695
4241,-6.085,-5.695
4242,-6.080,-5.705
4243,-6.075,-5.705
4244,-6.090,-5.690
4245,-6.115,-5.670
4246,-6.135,-5.645
4247,-6.110,-5.615
4248,-6.075,-5.550
4249,-5.990,-5.465
4250,-5.845,-5.445
4251,-5.615,-5.470
4252,-5.335,-5.520
4253,-4.975,-5.660
4254,-4.595,-5.820
4255,-4.280,-6.055
4256,-4.025,-6.305
4257,-3.915,-6.515
4258,-3.885,-6.670
4259,-3.975,-6.770
4260,-4.175,-6.790
4261,-4.475,-6.735
4262,-4.970,-6.685
4263,-5.485,-6.605
4264,-5.915,-6.520
4265,-6.160,-6.420
4266,-6.190,-6.305
4267,-6.100,-6.205
4268,-5.970,-6.125
4269,-5.880,-6.025
4270,-5.815,-5.935
4271,-5.835,-5.870
4272,-5.890,-5.790
4273,-5.950,-5.750
4274,-5.995,-5.705
4275,-6.045,-5.680
4276,-6.060,-5.695
4277,-6.060,-5.690
4278,-6.070,-5.685
4279,-6.075,-5.675
4280,-6.075,-5.680
4281,-6.075,-5.650
4282,-6.085,-5.635
4283,-6.075,-5.635
4284,-6.075,-5.605
4285,-6.085,-5.610
4286,-6.090,-5.585
4287,-6.105,-5.590
4288,-6.100,-5.590
4289,-6.110,-5.595
4290,-6.095,-5.610
4291,-6.100,-5.625
4292,-6.100,-5.620
4293,-6.105,-5.625
4294,-6.095,-5.600
4295,-6.105,-5.590
4296,-6.080,-5.585
4297,-6.065,-5.565
4298,-6.070,-5.570
4299,-6.095,-5.580
4300,-6.100,-5.585
4301,-6.095,-5.600
4302,-6.100,-5.610
4303,-6.105,-5.615
4304,-6.115,-5.605
4305,-6.095,-5.610
4306,-6.110,-5.595
4307,-6.085,-5.585
4308,-6.080,-5.570
4309,-6.065,-5.555
4310,-6.065,-5.550
4311,-6.080,-5.550
4312,-6.070,-5.555
4313,-6.075,-5.565
4314,-6.080,-5.565
4315,-6.085,-5.580
4316,-6.090,-5.590
4317,-6.070,-5.565
4318,-6.075,-5.575
4319,-6.055,-5.550
4320,-6.050,-5.545
4321,-6.030,-5.550
4322,-6.015,-5.540
4323,-6.025,-5.565
4324,-6.045,-5.555
4325,-6.030,-5.565
4326,-6.040,-5.585
4327,-6.030,-5.565
4328,-6.020,-5.575
4329,-6.030,-5.575
4330,-5.995,-5.570
4331,-5.975,-5.530
4332,-5.950,-5.515
4333,-5.930,-5.505
4334,-5.910,-5.525
4335,-5.900,-5.515
4336,-5.895,-5.540
4337,-5.915,-5.540
4338,-5.910,-5.550
4339,-5.880,-5.550
4340,-5.860,-5.570
4341,-5.855,-5.555
4342,-5.840,-5.545
4343,-5.810,-5.540
4344,-5.785,-5.520
4345,-5.735,-5.510
4346,-5.725,-5.510
4347,-5.725,-5.535
4348,-5.700,-5.535
4349,-5.690,-5.550
4350,-5.665,-5.550
4351,-5.660,-5.565
4352,-5.630,-5.565
4353,-5.625,-5.560
4354,-5.590,-5.540
4355,-5.545,-5.530
4356,-5.525,-5.540
4357,-5.485,-5.525
4358,-5.485,-5.550
4359,-5.475,-5.535
4360,-5.465,-5.565
4361,-5.470,-5.555
4362,-5.460,-5.595
4363,-5.445,-5.585
4364,-5.460,-5.590
4365,-5.455,-5.600
4366,-5.435,-5.595
4367,-5.415,-5.600
4368,-5.425,-5.585
4369,-5.430,-5.580
4370,-5.450,-5.570
4371,-5.475,-5.580
4372,-5.510,-5.580
4373,-5.545,-5.585
4374,-5.585,-5.585
