'sample interval','MLII','V1'
4339,-6.235,-5.860
4340,-6.220,-5.875
4341,-6.245,-5.910
4342,-6.260,-5.950
4343,-6.285,-5.945
4344,-6.300,-5.965
4345,-6.305,-5.980
4346,-6.310,-5.980
4347,-6.325,-5.995
4348,-6.310,-6.005
4349,-6.315,-6.015
4350,-6.330,-6.015
4351,-6.345,-6.020
4352,-6.355,-6.020
4353,-6.340,-6.010
4354,-6.370,-6.015
4355,-6.375,-6.035
4356,-6.375,-6.075
4357,-6.380,-6.095
4358,-6.390,-6.105
4359,-6.410,-6.100
4360,-6.425,-6.105
4361,-6.435,-6.095
4362,-6.435,-6.100
4363,-6.410,-6.105
4364,-6.410,-6.140
4365,-6.430,-6.160
4366,-6.420,-6.190
4367,-6.445,-6.195
4368,-6.480,-6.180
4369,-6.455,-6.195
4370,-6.480,-6.170
4371,-6.465,-6.165
4372,-6.450,-6.155
4373,-6.430,-6.155
4374,-6.415,-6.140
4375,-6.385,-6.150
4376,-6.375,-6.145
4377,-6.350,-6.145
4378,-6.335,-6.160
4379,-6.360,-6.165
4380,-6.360,-6.160
4381,-6.350,-6.165
4382,-6.340,-6.150
4383,-6.320,-6.140
4384,-6.295,-6.125
4385,-6.255,-6.120
4386,-6.235,-6.115
4387,-6.205,-6.100
4388,-6.195,-6.115
4389,-6.200,-6.065
4390,-6.190,-6.030
4391,-6.185,-5.985
4392,-6.160,-5.960
4393,-6.145,-5.945
4394,-6.135,-5.940
4395,-6.120,-5.950
4396,-6.110,-5.925
4397,-6.110,-5.930
4398,-6.105,-5.920
4399,-6.085,-5.900
4400,-6.080,-5.885
4401,-6.065,-5.870
4402,-6.050,-5.890
4403,-6.050,-5.880
4404,-6.065,-5.890
4405,-6.080,-5.890
4406,-6.080,-5.875
4407,-6.105,-5.840
4408,-6.105,-5.830
4409,-6.080,-5.800
4410,-6.065,-5.815
4411,-6.020,-5.805
4412,-6.020,-5.825
4413,-6.030,-5.820
4414,-6.060,-5.790
4415,-6.075,-5.760
4416,-6.110,-5.740
4417,-6.100,-5.750
4418,-6.105,-5.760
4419,-6.100,-5.775
4420,-6.110,-5.785
4421,-6.085,-5.785
4422,-6.080,-5.820
4423,-6.065,-5.800
4424,-6.065,-5.785
4425,-6.055,-5.765
4426,-6.050,-5.770
4427,-6.050,-5.780
4428,-6.055,-5.775
4429,-6.085,-5.795
4430,-6.090,-5.820
4431,-6.090,-5.805
4432,-6.090,-5.790
4433,-6.105,-5.805
4434,-6.095,-5.790
4435,-6.085,-5.780
4436,-6.085,-5.790
4437,-6.085,-5.800
4438,-6.090,-5.785
4439,-6.090,-5.795
4440,-6.095,-5.805
4441,-6.085,-5.800
4442,-6.100,-5.815
4443,-6.070,-5.825
4444,-6.070,-5.800
4445,-6.055,-5.790
4446,-6.065,-5.790
4447,-6.045,-5.800
4448,-6.045,-5.815
4449,-6.045,-5.825
4450,-6.055,-5.815
4451,-6.055,-5.850
4452,-6.080,-5.835
4453,-6.080,-5.830
4454,-6.080,-5.830
4455,-6.100,-5.840
4456,-6.080,-5.810
4457,-6.075,-5.805
4458,-6.070,-5.780
4459,-6.050,-5.770
4460,-6.060,-5.765
4461,-6.075,-5.775
4462,-6.060,-5.785
4463,-6.055,-5.795
4464,-6.080,-5.805
4465,-6.065,-5.805
4466,-6.070,-5.820
4467,-6.045,-5.805
4468,-6.005,-5.815
4469,-5.990,-5.800
4470,-5.990,-5.795
4471,-5.970,-5.780
4472,-5.970,-5.780
4473,-5.960,-5.775
4474,-5.965,-5.765
4475,-5.975,-5.790
4476,-5.965,-5.805
4477,-5.975,-5.815
4478,-5.975,-5.810
4479,-5.950,-5.810
4480,-5.960,-5.790
4481,-5.945,-5.790
4482,-5.935,-5.785
4483,-5.910,-5.775
4484,-5.910,-5.770
4485,-5.905,-5.765
4486,-5.905,-5.775
4487,-5.895,-5.790
4488,-5.895,-5.800
4489,-5.920,-5.800
4490,-5.905,-5.820
4491,-5.890,-5.795
4492,-5.875,-5.805
4493,-5.850,-5.785
4494,-5.830,-5.785
4495,-5.835,-5.780
4496,-5.810,-5.800
4497,-5.810,-5.830
4498,-5.825,-5.850
4499,-5.815,-5.885
4500,-5.820,-5.885
4501,-5.820,-5.875
4502,-5.795,-5.875
4503,-5.775,-5.870
4504,-5.750,-5.840
4505,-5.725,-5.835
4506,-5.700,-5.820
4507,-5.680,-5.800
4508,-5.655,-5.775
4509,-5.665,-5.770
4510,-5.670,-5.760
4511,-5.725,-5.765
4512,-5.750,-5.770
4513,-5.780,-5.765
4514,-5.805,-5.770
4515,-5.815,-5.780
4516,-5.810,-5.790
4517,-5.790,-5.775
4518,-5.770,-5.760
4519,-5.725,-5.720
4520,-5.690,-5.685
4521,-5.660,-5.660
4522,-5.660,-5.650
4523,-5.690,-5.645
4524,-5.735,-5.660
4525,-5.775,-5.655
4526,-5.820,-5.705
4527,-5.830,-5.715
4528,-5.855,-5.735
4529,-5.845,-5.750
4530,-5.840,-5.730
4531,-5.830,-5.735
4532,-5.840,-5.740
4533,-5.840,-5.760
4534,-5.840,-5.785
4535,-5.885,-5.815
4536,-5.895,-5.830
4537,-5.925,-5.815
4538,-5.930,-5.800
4539,-5.930,-5.770
4540,-5.905,-5.740
4541,-5.900,-5.760
4542,-5.885,-5.740
4543,-5.870,-5.780
4544,-5.865,-5.780
4545,-5.860,-5.810
4546,-5.865,-5.815
4547,-5.860,-5.830
4548,-5.860,-5.825
4549,-5.870,-5.820
4550,-5.860,-5.825
4551,-5.870,-5.820
4552,-5.860,-5.815
4553,-5.850,-5.810
4554,-5.835,-5.810
4555,-5.840,-5.810
4556,-5.855,-5.825
4557,-5.860,-5.830
4558,-5.855,-5.835
4559,-5.860,-5.835
4560,-5.865,-5.825
4561,-5.880,-5.845
4562,-5.865,-5.865
4563,-5.870,-5.870
4564,-5.880,-5.910
4565,-5.885,-5.945
4566,-5.900,-5.995
4567,-5.880,-6.085
4568,-5.830,-6.195
4569,-5.745,-6.325
4570,-5.615,-6.475
4571,-5.485,-6.630
4572,-5.365,-6.765
4573,-5.265,-6.820
4574,-5.235,-6.800
4575,-5.220,-6.685
4576,-5.215,-6.545
4577,-5.155,-6.375
4578,-5.045,-6.210
4579,-4.880,-6.040
4580,-4.705,-5.835
4581,-4.580,-5.595
4582,-4.555,-5.305
4583,-4.675,-5.030
4584,-4.945,-4.835
4585,-5.335,-4.785
4586,-5.750,-4.870
4587,-6.120,-5.040
4588,-6.375,-5.270
4589,-6.500,-5.465
4590,-6.580,-5.580
4591,-6.625,-5.690
4592,-6.685,-5.750
4593,-6.760,-5.785
4594,-6.815,-5.850
4595,-6.860,-5.905
4596,-6.895,-5.965
4597,-6.905,-5.965
4598,-6.925,-5.990
4599,-6.920,-5.980
4600,-6.910,-5.965
4601,-6.895,-5.970
4602,-6.895,-5.970
4603,-6.855,-5.970
4604,-6.825,-5.980
4605,-6.755,-5.995
4606,-6.690,-6.015
4607,-6.615,-6.015
4608,-6.480,-5.990
4609,-6.375,-5.955
4610,-6.265,-5.910
4611,-6.165,-5.875
4612,-6.090,-5.800
4613,-6.025,-5.765
4614,-6.000,-5.755
4615,-5.985,-5.725
4616,-5.990,-5.740
4617,-5.990,-5.750
4618,-5.980,-5.770
4619,-5.985,-5.790
4620,-5.970,-5.795
4621,-5.955,-5.780
4622,-5.960,-5.780
4623,-5.950,-5.770
4624,-5.960,-5.770
4625,-5.940,-5.775
4626,-5.935,-5.775
4627,-5.930,-5.765
4628,-5.940,-5.795
4629,-5.940,-5.805
4630,-5.940,-5.820
4631,-5.960,-5.825
4632,-5.965,-5.815
4633,-5.985,-5.825
4634,-6.000,-5.840
4635,-5.985,-5.850
4636,-5.980,-5.845
4637,-5.970,-5.880
4638,-5.960,-5.870
4639,-5.980,-5.880
4640,-5.960,-5.900
4641,-5.990,-5.920
4642,-6.005,-5.940
4643,-6.025,-5.950
4644,-6.030,-5.975
4645,-6.050,-5.990
4646,-6.065,-6.000
4647,-6.065,-6.005
4648,-6.100,-6.015
4649,-6.095,-6.025
4650,-6.085,-6.035
4651,-6.105,-6.045
4652,-6.090,-6.075
4653,-6.105,-6.095
4654,-6.120,-6.120
4655,-6.135,-6.120
4656,-6.145,-6.115
4657,-6.145,-6.155
4658,-6.150,-6.160
4659,-6.155,-6.160
4660,-6.165,-6.155
4661,-6.160,-6.160
4662,-6.165,-6.140
4663,-6.180,-6.140
4664,-6.165,-6.145
4665,-6.160,-6.140
4666,-6.165,-6.180
4667,-6.180,-6.200
4668,-6.185,-6.205
4669,-6.190,-6.220
4670,-6.180,-6.225
4671,-6.195,-6.220
4672,-6.190,-6.210
4673,-6.175,-6.205
4674,-6.145,-6.190
4675,-6.110,-6.175
4676,-6.095,-6.180
4677,-6.070,-6.165
4678,-6.055,-6.150
4679,-6.045,-6.150
4680,-6.040,-6.155
4681,-6.025,-6.150
4682,-6.020,-6.135
4683,-5.990,-6.110
4684,-5.955,-6.100
4685,-5.945,-6.080
4686,-5.930,-6.055
4687,-5.895,-6.015
4688,-5.885,-6.010
4689,-5.875,-5.995
4690,-5.865,-5.990
4691,-5.865,-5.975
4692,-5.860,-5.970
4693,-5.850,-5.960
4694,-5.850,-5.950
4695,-5.845,-5.945
4696,-5.835,-5.910
4697,-5.815,-5.875
4698,-5.805,-5.860
4699,-5.795,-5.840
4700,-5.785,-5.840
4701,-5.790,-5.850
4702,-5.790,-5.875
4703,-5.790,-5.880
4704,-5.790,-5.890
4705,-5.810,-5.895
4706,-5.810,-5.885
4707,-5.800,-5.870
4708,-5.785,-5.845
4709,-5.780,-5.850
4710,-5.775,-5.820
4711,-5.765,-5.815
4712,-5.760,-5.805
4713,-5.760,-5.800
4714,-5.765,-5.820
4715,-5.770,-5.820
4716,-5.795,-5.830
4717,-5.810,-5.825
4718,-5.830,-5.810
4719,-5.810,-5.820
4720,-5.795,-5.825
4721,-5.780,-5.825
4722,-5.770,-5.795
4723,-5.765,-5.800
4724,-5.770,-5.790
4725,-5.780,-5.820
4726,-5.815,-5.810
4727,-5.810,-5.820
4728,-5.825,-5.830
4729,-5.830,-5.845
4730,-5.845,-5.850
4731,-5.865,-5.845
4732,-5.855,-5.835
4733,-5.840,-5.820
4734,-5.840,-5.830
4735,-5.845,-5.815
4736,-5.820,-5.810
4737,-5.825,-5.805
4738,-5.820,-5.800
4739,-5.835,-5.800
4740,-5.835,-5.805
4741,-5.855,-5.820
4742,-5.865,-5.845
4743,-5.850,-5.830
4744,-5.850,-5.835
4745,-5.830,-5.820
4746,-5.820,-5.790
4747,-5.810,-5.800
4748,-5.800,-5.780
4749,-5.790,-5.765
4750,-5.800,-5.800
4751,-5.810,-5.805
4752,-5.830,-5.800
4753,-5.860,-5.805
4754,-5.865,-5.795
4755,-5.855,-5.810
4756,-5.845,-5.810
4757,-5.825,-5.800
4758,-5.825,-5.805
4759,-5.805,-5.820
4760,-5.800,-5.835
4761,-5.795,-5.840
4762,-5.795,-5.840
4763,-5.810,-5.825
4764,-5.820,-5.805
4765,-5.830,-5.800
4766,-5.845,-5.810
4767,-5.825,-5.800
4768,-5.820,-5.780
4769,-5.815,-5.785
4770,-5.820,-5.790
4771,-5.815,-5.785
4772,-5.820,-5.790
4773,-5.825,-5.815
4774,-5.825,-5.820
4775,-5.830,-5.825
4776,-5.850,-5.865
4777,-5.840,-5.855
4778,-5.850,-5.860
4779,-5.845,-5.835
4780,-5.845,-5.810
4781,-5.825,-5.790
4782,-5.810,-5.760
4783,-5.795,-5.755
4784,-5.785,-5.765
4785,-5.800,-5.785
4786,-5.800,-5.800
4787,-5.810,-5.835
4788,-5.810,-5.845
4789,-5.815,-5.825
4790,-5.815,-5.815
4791,-5.810,-5.805
4792,-5.810,-5.770
4793,-5.780,-5.780
4794,-5.770,-5.780
4795,-5.750,-5.775
4796,-5.740,-5.780
4797,-5.740,-5.810
4798,-5.735,-5.815
4799,-5.735,-5.835
4800,-5.740,-5.845
4801,-5.750,-5.835
4802,-5.755,-5.850
4803,-5.755,-5.835
4804,-5.735,-5.815
4805,-5.705,-5.825
4806,-5.650,-5.805
4807,-5.620,-5.805
4808,-5.590,-5.780
4809,-5.605,-5.760
4810,-5.625,-5.735
4811,-5.655,-5.730
4812,-5.665,-5.750
4813,-5.705,-5.770
4814,-5.735,-5.785
4815,-5.755,-5.780
4816,-5.740,-5.755
4817,-5.695,-5.720
4818,-5.680,-5.660
4819,-5.645,-5.600
4820,-5.615,-5.535
4821,-5.625,-5.480
4822,-5.625,-5.425
4823,-5.635,-5.415
4824,-5.630,-5.440
4825,-5.645,-5.525
4826,-5.680,-5.630
4827,-5.710,-5.750
4828,-5.735,-5.815
4829,-5.775,-5.860
4830,-5.780,-5.820
4831,-5.800,-5.730
4832,-5.825,-5.625
4833,-5.825,-5.595
4834,-5.850,-5.650
4835,-5.865,-5.735
4836,-5.865,-5.835
4837,-5.895,-5.865
4838,-5.905,-5.885
4839,-5.920,-5.880
4840,-5.930,-5.855
4841,-5.900,-5.830
4842,-5.890,-5.805
4843,-5.885,-5.785
4844,-5.875,-5.790
4845,-5.885,-5.795
4846,-5.875,-5.800
4847,-5.870,-5.795
4848,-5.870,-5.780
4849,-5.860,-5.790
4850,-5.850,-5.795
4851,-5.870,-5.770
4852,-5.875,-5.755
4853,-5.870,-5.755
4854,-5.865,-5.755
4855,-5.860,-5.750
4856,-5.885,-5.760
4857,-5.890,-5.800
4858,-5.880,-5.810
4859,-5.895,-5.810
4860,-5.910,-5.815
4861,-5.920,-5.810
4862,-5.915,-5.835
4863,-5.900,-5.825
4864,-5.880,-5.840
4865,-5.870,-5.855
4866,-5.880,-5.875
4867,-5.880,-5.910
4868,-5.885,-5.965
4869,-5.850,-6.040
4870,-5.830,-6.130
4871,-5.760,-6.245
4872,-5.655,-6.365
4873,-5.535,-6.475
4874,-5.390,-6.585
4875,-5.255,-6.675
4876,-5.165,-6.685
4877,-5.130,-6.620
4878,-5.160,-6.525
4879,-5.170,-6.375
4880,-5.145,-6.245
4881,-5.065,-6.140
4882,-4.955,-6.000
4883,-4.810,-5.860
4884,-4.690,-5.645
4885,-4.630,-5.355
4886,-4.700,-5.075
4887,-4.915,-4.855
4888,-5.280,-4.745
4889,-5.695,-4.820
4890,-6.090,-5.010
4891,-6.400,-5.275
4892,-6.580,-5.520
4893,-6.670,-5.715
4894,-6.730,-5.815
4895,-6.785,-5.875
4896,-6.820,-5.930
4897,-6.860,-5.990
4898,-6.880,-6.025
4899,-6.920,-6.050
4900,-6.945,-6.065
4901,-6.935,-6.040
4902,-6.945,-6.040
4903,-6.935,-6.025
4904,-6.930,-6.020
4905,-6.915,-6.020
4906,-6.890,-6.025
4907,-6.865,-6.035
4908,-6.805,-6.070
4909,-6.735,-6.075
4910,-6.610,-6.090
4911,-6.455,-6.035
4912,-6.310,-5.960
4913,-6.145,-5.895
4914,-6.030,-5.820
4915,-5.965,-5.795
4916,-5.940,-5.775
4917,-5.950,-5.790
4918,-5.975,-5.790
4919,-5.980,-5.810
4920,-5.985,-5.800
4921,-5.990,-5.805
4922,-5.980,-5.805
4923,-5.975,-5.800
4924,-5.950,-5.765
4925,-5.930,-5.765
4926,-5.925,-5.770
4927,-5.925,-5.770
4928,-5.920,-5.760
4929,-5.925,-5.780
4930,-5.915,-5.825
4931,-5.920,-5.825
4932,-5.930,-5.855
4933,-5.945,-5.840
4934,-5.965,-5.875
4935,-5.965,-5.870
4936,-5.945,-5.850
4937,-5.950,-5.870
4938,-5.960,-5.875
4939,-5.965,-5.880
4940,-5.985,-5.905
4941,-6.005,-5.930
4942,-6.010,-5.960
4943,-6.005,-5.960
4944,-6.015,-5.995
4945,-6.040,-5.995
4946,-6.045,-6.015
4947,-6.055,-6.020
4948,-6.075,-6.025
4949,-6.070,-6.040
4950,-6.065,-6.050
4951,-6.080,-6.045
4952,-6.080,-6.070
4953,-6.095,-6.075
4954,-6.105,-6.095
4955,-6.120,-6.130
4956,-6.150,-6.125
4957,-6.165,-6.155
4958,-6.165,-6.180
4959,-6.170,-6.170
4960,-6.200,-6.175
4961,-6.175,-6.180
4962,-6.180,-6.185
4963,-6.175,-6.185
4964,-6.165,-6.165
4965,-6.195,-6.175
4966,-6.180,-6.160
4967,-6.190,-6.195
4968,-6.200,-6.225
4969,-6.210,-6.225
4970,-6.200,-6.235
4971,-6.205,-6.240
4972,-6.200,-6.220
4973,-6.200,-6.190
4974,-6.185,-6.180
4975,-6.180,-6.170
4976,-6.155,-6.200
4977,-6.155,-6.210
4978,-6.135,-6.220
4979,-6.145,-6.205
4980,-6.145,-6.200
4981,-6.115,-6.170
4982,-6.090,-6.190
4983,-6.075,-6.175
4984,-6.070,-6.170
4985,-6.065,-6.140
4986,-6.025,-6.100
4987,-6.025,-6.060
4988,-5.990,-6.030
4989,-5.975,-5.990
4990,-5.955,-5.965
4991,-5.935,-5.985
4992,-5.930,-6.010
4993,-5.950,-6.045
4994,-5.935,-6.070
4995,-5.945,-6.065
4996,-5.925,-6.020
4997,-5.925,-5.990
4998,-5.915,-5.970
4999,-5.905,-5.940
5000,-5.895,-5.930
5001,-5.890,-5.930
5002,-5.880,-5.930
5003,-5.885,-5.935
5004,-5.870,-5.930
5005,-5.885,-5.915
5006,-5.880,-5.895
5007,-5.880,-5.880
5008,-5.855,-5.845
5009,-5.855,-5.825
5010,-5.855,-5.810
5011,-5.850,-5.815
5012,-5.845,-5.825
5013,-5.850,-5.825
5014,-5.845,-5.835
5015,-5.855,-5.840
5016,-5.870,-5.840
5017,-5.870,-5.835
5018,-5.900,-5.840
5019,-5.880,-5.820
5020,-5.870,-5.790
5021,-5.880,-5.780
5022,-5.860,-5.780
5023,-5.850,-5.765
5024,-5.825,-5.795
5025,-5.835,-5.805
5026,-5.840,-5.805
5027,-5.870,-5.820
5028,-5.890,-5.810
5029,-5.905,-5.825
5030,-5.905,-5.850
5031,-5.900,-5.845
5032,-5.895,-5.825
5033,-5.880,-5.805
5034,-5.865,-5.795
5035,-5.855,-5.775
5036,-5.850,-5.780
5037,-5.860,-5.795
5038,-5.865,-5.795
5039,-5.895,-5.815
5040,-5.910,-5.815
5041,-5.925,-5.820
5042,-5.940,-5.835
5043,-5.925,-5.860
5044,-5.905,-5.860
5045,-5.895,-5.875
5046,-5.885,-5.865
5047,-5.920,-5.830
5048,-5.915,-5.820
5049,-5.915,-5.840
5050,-5.915,-5.835
5051,-5.920,-5.850
5052,-5.915,-5.855
5053,-5.925,-5.865
5054,-5.925,-5.855
5055,-5.915,-5.855
5056,-5.920,-5.845
5057,-5.920,-5.835
5058,-5.905,-5.825
5059,-5.890,-5.815
5060,-5.880,-5.845
5061,-5.885,-5.835
5062,-5.885,-5.845
5063,-5.890,-5.845
5064,-5.910,-5.840
5065,-5.915,-5.840
5066,-5.910,-5.845
5067,-5.900,-5.840
5068,-5.870,-5.820
5069,-5.875,-5.815
5070,-5.855,-5.800
5071,-5.865,-5.800
5072,-5.850,-5.815
5073,-5.850,-5.815
5074,-5.855,-5.825
5075,-5.875,-5.815
5076,-5.865,-5.840
5077,-5.890,-5.845
5078,-5.900,-5.850
5079,-5.870,-5.840
5080,-5.870,-5.815
5081,-5.855,-5.790
5082,-5.855,-5.790
5083,-5.855,-5.810
5084,-5.845,-5.855
5085,-5.845,-5.860
5086,-5.855,-5.850
5087,-5.850,-5.860
5088,-5.840,-5.865
5089,-5.850,-5.875
5090,-5.835,-5.870
5091,-5.800,-5.885
5092,-5.795,-5.880
5093,-5.775,-5.875
5094,-5.750,-5.875
5095,-5.750,-5.860
5096,-5.745,-5.880
5097,-5.760,-5.890
5098,-5.735,-5.890
5099,-5.740,-5.875
5100,-5.725,-5.860
5101,-5.750,-5.840
5102,-5.730,-5.800
5103,-5.740,-5.795
5104,-5.745,-5.795
5105,-5.745,-5.795
5106,-5.750,-5.800
5107,-5.760,-5.815
5108,-5.750,-5.815
5109,-5.735,-5.780
5110,-5.700,-5.760
5111,-5.690,-5.740
5112,-5.690,-5.730
5113,-5.730,-5.740
5114,-5.760,-5.755
5115,-5.795,-5.740
5116,-5.815,-5.735
5117,-5.820,-5.740
5118,-5.830,-5.745
5119,-5.830,-5.780
5120,-5.825,-5.800
5121,-5.840,-5.810
5122,-5.855,-5.825
5123,-5.885,-5.820
5124,-5.925,-5.810
5125,-5.945,-5.815
5126,-5.960,-5.795
5127,-5.980,-5.825
5128,-5.985,-5.820
5129,-5.965,-5.780
5130,-5.950,-5.745
5131,-5.920,-5.760
5132,-5.905,-5.830
5133,-5.915,-5.900
5134,-5.915,-5.920
5135,-5.930,-5.945
5136,-5.960,-5.910
5137,-5.990,-5.865
5138,-5.995,-5.840
5139,-6.025,-5.840
5140,-6.030,-5.825
5141,-6.025,-5.825
5142,-6.000,-5.790
5143,-5.960,-5.735
5144,-5.945,-5.715
5145,-5.915,-5.750
5146,-5.910,-5.805
5147,-5.925,-5.855
5148,-5.940,-5.920
5149,-5.955,-5.980
5150,-5.955,-6.025
5151,-5.960,-6.020
5152,-5.940,-5.970
5153,-5.930,-5.935
5154,-5.935,-5.910
5155,-5.965,-5.940
5156,-6.005,-6.005
5157,-6.025,-6.105
5158,-6.020,-6.230
5159,-5.950,-6.395
5160,-5.830,-6.575
5161,-5.710,-6.755
5162,-5.570,-6.890
5163,-5.440,-6.955
5164,-5.390,-6.905
5165,-5.390,-6.785
5166,-5.410,-6.575
5167,-5.410,-6.375
5168,-5.355,-6.285
5169,-5.200,-6.230
5170,-5.020,-6.130
5171,-4.800,-5.925
5172,-4.665,-5.625
5173,-4.660,-5.270
5174,-4.825,-5.000
5175,-5.140,-4.840
5176,-5.550,-4.875
5177,-5.955,-5.040
5178,-6.290,-5.275
5179,-6.485,-5.455
5180,-6.610,-5.605
5181,-6.690,-5.670
5182,-6.750,-5.745
5183,-6.825,-5.810
5184,-6.895,-5.855
5185,-6.950,-5.905
5186,-7.000,-5.965
5187,-7.020,-6.015
5188,-7.015,-6.030
5189,-6.980,-6.005
5190,-6.950,-5.985
5191,-6.925,-5.955
5192,-6.910,-5.960
5193,-6.895,-5.980
5194,-6.860,-6.015
5195,-6.810,-6.045
5196,-6.735,-6.075
5197,-6.660,-6.065
5198,-6.555,-6.025
5199,-6.460,-5.920
5200,-6.295,-5.785
5201,-6.170,-5.690
5202,-6.080,-5.685
5203,-6.045,-5.760
5204,-6.030,-5.840
5205,-6.020,-5.890
5206,-6.015,-5.900
5207,-6.005,-5.870
5208,-5.995,-5.835
5209,-5.990,-5.820
5210,-5.975,-5.815
5211,-6.000,-5.820
5212,-6.000,-5.805
5213,-6.010,-5.800
5214,-5.990,-5.780
5215,-5.990,-5.755
5216,-5.985,-5.765
5217,-5.980,-5.785
5218,-5.990,-5.825
5219,-6.035,-5.875
5220,-6.040,-5.865
5221,-6.030,-5.850
5222,-6.040,-5.835
5223,-6.010,-5.805
5224,-6.000,-5.810
5225,-6.000,-5.830
5226,-5.990,-5.845
5227,-5.995,-5.865
5228,-6.000,-5.880
5229,-6.010,-5.890
5230,-6.035,-5.900
5231,-6.070,-5.885
5232,-6.095,-5.900
5233,-6.110,-5.940
5234,-6.115,-6.010
5235,-6.125,-6.050
5236,-6.120,-6.065
5237,-6.135,-6.060
5238,-6.150,-6.030
5239,-6.150,-6.020
5240,-6.135,-6.005
5241,-6.130,-6.025
5242,-6.130,-6.045
5243,-6.145,-6.085
5244,-6.180,-6.090
5245,-6.195,-6.110
5246,-6.215,-6.120
5247,-6.230,-6.115
5248,-6.230,-6.115
5249,-6.225,-6.120
5250,-6.200,-6.150
5251,-6.185,-6.155
5252,-6.165,-6.185
5253,-6.185,-6.190
5254,-6.195,-6.160
5255,-6.225,-6.180
5256,-6.245,-6.160
5257,-6.280,-6.145
5258,-6.275,-6.120
5259,-6.270,-6.140
5260,-6.240,-6.195
5261,-6.230,-6.240
5262,-6.225,-6.265
5263,-6.225,-6.225
5264,-6.220,-6.185
5265,-6.215,-6.135
5266,-6.180,-6.135
5267,-6.170,-6.160
5268,-6.140,-6.180
5269,-6.135,-6.205
5270,-6.120,-6.205
5271,-6.145,-6.170
5272,-6.150,-6.125
5273,-6.155,-6.100
5274,-6.110,-6.070
5275,-6.070,-6.025
5276,-6.025,-6.005
5277,-5.995,-5.990
5278,-5.985,-6.015
5279,-5.990,-6.050
5280,-5.990,-6.075
5281,-5.990,-6.080
5282,-6.000,-6.055
5283,-6.015,-6.005
5284,-6.010,-5.945
5285,-6.005,-5.900
5286,-5.975,-5.860
5287,-5.965,-5.870
5288,-5.930,-5.890
5289,-5.915,-5.905
5290,-5.880,-5.905
5291,-5.885,-5.900
5292,-5.900,-5.900
5293,-5.895,-5.885
5294,-5.910,-5.885
5295,-5.910,-5.865
5296,-5.930,-5.865
5297,-5.915,-5.845
5298,-5.905,-5.835
5299,-5.875,-5.815
5300,-5.855,-5.800
5301,-5.865,-5.800
5302,-5.865,-5.835
5303,-5.895,-5.865
5304,-5.915,-5.870
5305,-5.925,-5.880
5306,-5.945,-5.875
5307,-5.940,-5.880
5308,-5.940,-5.870
5309,-5.930,-5.855
5310,-5.915,-5.835
5311,-5.910,-5.810
5312,-5.930,-5.815
5313,-5.905,-5.815
5314,-5.890,-5.835
5315,-5.880,-5.865
5316,-5.900,-5.910
5317,-5.935,-5.910
5318,-5.940,-5.890
5319,-5.960,-5.845
5320,-5.960,-5.805
5321,-5.980,-5.810
5322,-5.970,-5.785
5323,-5.965,-5.810
5324,-5.960,-5.815
5325,-5.960,-5.810
5326,-5.975,-5.795
5327,-5.980,-5.835
5328,-5.985,-5.845
5329,-5.990,-5.825
5330,-6.000,-5.815
5331,-6.000,-5.820
5332,-6.005,-5.860
5333,-5.985,-5.890
5334,-5.970,-5.905
5335,-5.945,-5.900
5336,-5.945,-5.920
5337,-5.930,-5.940
5338,-5.940,-5.930
5339,-5.950,-5.935
5340,-5.960,-5.915
5341,-5.975,-5.915
5342,-6.000,-5.900
5343,-5.985,-5.900
5344,-5.985,-5.860
5345,-5.990,-5.825
5346,-5.945,-5.820
5347,-5.935,-5.825
5348,-5.925,-5.855
5349,-5.930,-5.865
5350,-5.955,-5.870
5351,-5.970,-5.870
5352,-5.985,-5.840
5353,-5.990,-5.830
5354,-5.985,-5.840
5355,-5.965,-5.845
5356,-5.960,-5.865
5357,-5.950,-5.890
5358,-5.940,-5.875
5359,-5.925,-5.855
5360,-5.900,-5.855
5361,-5.895,-5.845
5362,-5.890,-5.860
5363,-5.910,-5.880
5364,-5.940,-5.885
5365,-5.950,-5.870
5366,-5.980,-5.860
5367,-5.980,-5.840
5368,-5.965,-5.810
5369,-5.960,-5.800
5370,-5.930,-5.810
5371,-5.925,-5.845
5372,-5.920,-5.890
5373,-5.910,-5.905
5374,-5.920,-5.915
5375,-5.915,-5.890
5376,-5.910,-5.890
5377,-5.895,-5.895
5378,-5.895,-5.890
5379,-5.875,-5.905
5380,-5.870,-5.895
5381,-5.845,-5.895
5382,-5.820,-5.920
5383,-5.785,-5.925
5384,-5.790,-5.915
5385,-5.795,-5.910
5386,-5.785,-5.905
5387,-5.790,-5.870
5388,-5.780,-5.850
5389,-5.775,-5.840
5390,-5.765,-5.820
5391,-5.755,-5.795
5392,-5.740,-5.805
5393,-5.750,-5.815
5394,-5.760,-5.805
5395,-5.775,-5.820
5396,-5.815,-5.835
5397,-5.855,-5.830
5398,-5.855,-5.800
5399,-5.860,-5.780
5400,-5.840,-5.765
5401,-5.820,-5.730
5402,-5.810,-5.685
5403,-5.800,-5.640
5404,-5.805,-5.620
5405,-5.795,-5.650
5406,-5.810,-5.735
5407,-5.825,-5.815
5408,-5.835,-5.865
5409,-5.870,-5.865
5410,-5.895,-5.850
5411,-5.910,-5.825
5412,-5.915,-5.800
5413,-5.940,-5.820
